groupId,group_size,num_items,strategy,gold_label,llama,mistral,gemma,phi
271,8,10,MPL,"['item_1', 'item_2', 'item_4', 'item_5', 'item_7', 'item_8']",['item_8'],"['item_8', 'item_9']",['item_2'],"['item_1', 'item_2', 'item_4', 'item_5', 'item_7', 'item_8']"
272,4,10,MPL,"['item_3', 'item_6', 'item_7', 'item_8']",['item_3'],"['item_7', 'item_6']",['item_3'],"['item_3', 'item_6', 'item_7', 'item_8']"
273,4,10,APP,['item_1'],"['item_1', 'item_3']","['item_1', 'item_3', 'item_7', 'item_8']","['item_1', 'item_3', 'item_7']",['item_1']
274,2,10,ADD,"['item_6', 'item_7', 'item_8']","['item_2', 'item_6']","['item_8', 'item_6']",['item_6'],"['item_6', 'item_7', 'item_8']"
275,2,10,ADD,['item_5'],['item_5'],"['item_5', 'item_3']",['item_5'],['item_5']
276,2,10,ADD,['item_10'],['item_7'],"['item_2', 'item_8', 'item_10']",['item_8'],['item_10']
277,8,10,ADD,['item_9'],"['item_8', 'item_9']","['item_3', 'item_4', 'item_7', 'item_9']","['item_2', 'item_3', 'item_9', 'item_10']",['item_9']
278,2,10,ADD,['item_2'],"['item_2', 'item_5']","['item_2', 'item_5', 'item_7', 'item_8']","['item_2', 'item_7']",['item_2']
279,8,10,ADD,"['item_2', 'item_9']","['item_2', 'item_3']","['item_2', 'item_7', 'item_9']","['item_2', 'item_3', 'item_9']","['item_2', 'item_9']"
280,4,10,APP,"['item_5', 'item_7']",['item_10'],"['item_5', 'item_9']","['item_1', 'item_5']","['item_5', 'item_7']"
281,8,10,LMS,"['item_2', 'item_9']","['item_1', 'item_8']","['item_8', 'item_9']",['item_1'],"['item_2', 'item_9']"
282,4,10,LMS,['item_7'],['item_10'],"['item_8', 'item_4']","['item_4', 'item_8']",['item_7']
283,4,10,MPL,"['item_1', 'item_2', 'item_3', 'item_8']",['item_8'],['item_8'],['item_8'],"['item_1', 'item_2', 'item_3', 'item_8']"
284,4,10,LMS,['item_1'],['item_10'],"['item_4', 'item_5', 'item_7', 'item_8']","['item_10', 'item_4']",['item_1']
285,2,10,LMS,['item_8'],['item_8'],"['item_8', 'item_9', 'item_10']",['item_8'],['item_8']
286,4,10,LMS,['item_6'],['item_4'],"['item_3', 'item_6', 'item_7', 'item_9']","['item_3', 'item_4', 'item_6']",['item_6']
287,8,10,APP,['item_8'],"['item_2', 'item_8']","['item_1', 'item_7', 'item_8']","['item_2', 'item_3']",['item_8']
288,2,10,ADD,['item_10'],['item_2'],"['item_7', 'item_6']","['item_2', 'item_7']",['item_10']
289,4,10,LMS,['item_3'],['item_3'],"['item_3', 'item_9']","['item_3', 'item_6', 'item_9']",['item_3']
290,2,10,LMS,['item_9'],['item_2'],"['item_8', 'item_9']",['item_8'],['item_9']
291,4,10,ADD,['item_7'],['item_10'],"['item_6', 'item_5']","['item_2', 'item_6']",['item_7']
292,8,10,ADD,['item_2'],['item_10'],"['item_2', 'item_9']","['item_2', 'item_8', 'item_10']",['item_2']
293,8,10,APP,"['item_1', 'item_6', 'item_9']","['item_1', 'item_9']","['item_3', 'item_9']","['item_3', 'item_10']","['item_1', 'item_6', 'item_9']"
294,4,10,MPL,"['item_2', 'item_3']",['item_10'],"['item_6', 'item_7', 'item_8', 'item_9']",['item_3'],"['item_2', 'item_3']"
296,8,10,ADD,['item_1'],['item_10'],"['item_6', 'item_3']","['item_2', 'item_6', 'item_10']",['item_1']
297,8,10,ADD,['item_9'],"['item_2', 'item_9']","['item_6', 'item_5']","['item_2', 'item_6', 'item_4']",['item_9']
298,4,10,MPL,"['item_10', 'item_8']",['item_2'],"['item_8', 'item_7']",['item_8'],"['item_8', 'item_10']"
299,8,10,ADD,['item_10'],"['item_2', 'item_7']","['item_7', 'item_10']","['item_2', 'item_7']",['item_10']
300,2,10,MPL,"['item_10', 'item_7']",['item_10'],"['item_7', 'item_10']",['item_7'],"['item_7', 'item_10']"
301,4,10,ADD,['item_10'],['item_10'],"['item_5', 'item_6']","['item_2', 'item_4', 'item_5', 'item_6']",['item_10']
302,4,10,APP,['item_3'],['item_3'],"['item_3', 'item_9']","['item_3', 'item_10']",['item_3']
303,8,10,MPL,"['item_1', 'item_10', 'item_3', 'item_8']",['item_8'],"['item_3', 'item_4', 'item_7', 'item_8']",['item_2'],"['item_1', 'item_3', 'item_8', 'item_10']"
304,8,10,APP,"['item_2', 'item_6']","['item_1', 'item_2']","['item_1', 'item_7']","['item_7', 'item_2']","['item_2', 'item_6']"
305,8,10,ADD,['item_3'],"['item_10', 'item_3']","['item_6', 'item_8', 'item_10']",['item_2'],['item_3']
306,4,10,MPL,"['item_1', 'item_4', 'item_8']",['item_8'],"['item_8', 'item_9', 'item_10']",['item_8'],"['item_1', 'item_4', 'item_8']"
307,8,10,ADD,['item_5'],"['item_2', 'item_8']","['item_4', 'item_5', 'item_8']","['item_2', 'item_5', 'item_8']",['item_5']
308,8,10,APP,['item_4'],"['item_1', 'item_10']","['item_6', 'item_10']","['item_2', 'item_8']","['item_4', 'item_8']"
310,4,10,MPL,"['item_3', 'item_7']",['item_9'],"['item_7', 'item_9']",['item_9'],"['item_3', 'item_7']"
311,4,10,LMS,"['item_2', 'item_9']",['item_10'],"['item_3', 'item_7', 'item_9']","['item_3', 'item_7']","['item_2', 'item_9']"
312,8,10,ADD,['item_8'],"['item_2', 'item_8']","['item_6', 'item_8']",['item_2'],['item_8']
313,8,10,LMS,['item_9'],['item_6'],"['item_6', 'item_4']","['item_1', 'item_6']",['item_9']
314,4,10,MPL,['item_1'],['item_2'],"['item_9', 'item_2']",['item_2'],['item_1']
315,2,10,ADD,['item_7'],['item_7'],"['item_6', 'item_7']",['item_6'],['item_7']
316,4,10,ADD,['item_7'],['item_2'],"['item_6', 'item_7']","['item_2', 'item_4', 'item_7']",['item_7']
317,4,10,APP,"['item_3', 'item_4', 'item_8']",['item_8'],"['item_8', 'item_3']","['item_3', 'item_4']","['item_3', 'item_4', 'item_8']"
318,2,10,ADD,"['item_4', 'item_7']",['item_7'],"['item_7', 'item_6']",['item_7'],"['item_4', 'item_7']"
319,4,10,APP,['item_10'],['item_10'],"['item_1', 'item_4']","['item_3', 'item_4']",['item_10']
320,8,10,APP,['item_8'],"['item_1', 'item_2']","['item_8', 'item_10']","['item_1', 'item_8']",['item_8']
321,2,10,APP,"['item_2', 'item_3', 'item_4', 'item_6', 'item_8']",['item_2'],"['item_6', 'item_8']",['item_2'],"['item_2', 'item_3', 'item_4', 'item_6', 'item_8']"
322,2,10,LMS,['item_10'],['item_2'],"['item_2', 'item_3', 'item_5', 'item_6', 'item_7', 'item_8']",['item_2'],['item_10']
323,4,10,LMS,['item_1'],['item_9'],"['item_7', 'item_9']",['item_7'],['item_1']
324,8,10,APP,['item_4'],"['item_1', 'item_2']","['item_4', 'item_8']","['item_1', 'item_4']","['item_2', 'item_4']"
325,8,10,ADD,['item_7'],"['item_7', 'item_10']","['item_7', 'item_10']",['item_7'],['item_7']
326,4,10,LMS,['item_6'],['item_6'],['item_6'],['item_6'],['item_6']
327,4,10,LMS,"['item_10', 'item_7', 'item_8']",['item_8'],"['item_7', 'item_8', 'item_9']","['item_7', 'item_8']","['item_6', 'item_7', 'item_10']"
328,4,10,MPL,"['item_4', 'item_5', 'item_6', 'item_8', 'item_9']",['item_6'],"['item_6', 'item_9', 'item_10']",['item_9'],"['item_4', 'item_5', 'item_6', 'item_8', 'item_9']"
329,2,10,ADD,['item_3'],['item_6'],"['item_3', 'item_6', 'item_10']",['item_3'],['item_3']
331,2,10,ADD,"['item_8', 'item_9']",['item_6'],"['item_6', 'item_8', 'item_9', 'item_10']",['item_6'],"['item_8', 'item_9']"
332,8,10,APP,['item_8'],['item_8'],"['item_8', 'item_9']",['item_8'],['item_8']
333,4,10,ADD,['item_1'],['item_10'],"['item_5', 'item_10']",['item_2'],['item_1']
334,2,10,ADD,['item_4'],['item_4'],"['item_3', 'item_4', 'item_5']","['item_2', 'item_4']",['item_4']
335,8,10,ADD,['item_9'],['item_10'],"['item_6', 'item_10']",['item_2'],['item_9']
336,2,10,LMS,['item_6'],['item_6'],"['item_6', 'item_4']",['item_6'],['item_6']
337,4,10,ADD,['item_10'],['item_10'],"['item_7', 'item_9', 'item_10']",['item_7'],['item_10']
338,8,10,ADD,['item_7'],['item_7'],"['item_7', 'item_9']",['item_7'],['item_7']
339,2,10,APP,['item_6'],"['item_3', 'item_6']","['item_3', 'item_4', 'item_6', 'item_9', 'item_10']","['item_3', 'item_4', 'item_6']",['item_6']
340,8,10,MPL,"['item_1', 'item_10', 'item_2', 'item_3', 'item_4', 'item_5', 'item_8']",['item_10'],"['item_7', 'item_5']",['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_8', 'item_10']"
341,2,10,APP,"['item_10', 'item_9']",['item_10'],"['item_3', 'item_9']",['item_3'],"['item_9', 'item_10']"
342,4,10,ADD,['item_10'],['item_10'],"['item_3', 'item_4', 'item_5', 'item_9', 'item_10']","['item_2', 'item_3']",['item_10']
343,8,10,APP,"['item_3', 'item_8']","['item_1', 'item_3']","['item_3', 'item_9']","['item_3', 'item_8']","['item_3', 'item_8']"
344,8,10,MPL,"['item_2', 'item_3', 'item_5', 'item_7', 'item_8']",['item_7'],"['item_7', 'item_9']",['item_2'],"['item_2', 'item_3', 'item_5', 'item_7', 'item_8']"
345,2,10,LMS,['item_4'],['item_4'],"['item_4', 'item_6', 'item_7', 'item_9', 'item_10']","['item_4', 'item_6']",['item_4']
346,4,10,ADD,['item_4'],['item_4'],"['item_4', 'item_2']","['item_2', 'item_4']",['item_4']
347,8,10,APP,"['item_2', 'item_5']","['item_1', 'item_2']","['item_5', 'item_6']","['item_1', 'item_2']","['item_2', 'item_5']"
348,4,10,ADD,"['item_1', 'item_4']",['item_10'],"['item_6', 'item_9']","['item_2', 'item_4']","['item_1', 'item_4']"
349,2,10,MPL,"['item_1', 'item_10', 'item_2', 'item_8']",['item_2'],"['item_8', 'item_10']",['item_2'],"['item_1', 'item_2', 'item_8', 'item_10']"
350,2,10,MPL,['item_3'],['item_2'],"['item_3', 'item_4', 'item_6', 'item_7', 'item_9']",['item_3'],['item_3']
351,4,10,MPL,"['item_4', 'item_5', 'item_8']",['item_8'],"['item_9', 'item_10']","['item_2', 'item_9']","['item_4', 'item_5', 'item_8']"
352,8,10,APP,"['item_4', 'item_6']","['item_4', 'item_8']","['item_4', 'item_6', 'item_7', 'item_9']","['item_6', 'item_4', 'item_8']",['item_4']
353,8,10,ADD,['item_9'],"['item_10', 'item_9']","['item_3', 'item_4', 'item_9']","['item_6', 'item_3', 'item_8']",['item_9']
354,2,10,ADD,['item_3'],['item_3'],"['item_3', 'item_9']","['item_3', 'item_6']",['item_3']
355,4,10,ADD,"['item_1', 'item_5']",['item_2'],"['item_3', 'item_5', 'item_8', 'item_9']","['item_2', 'item_5']","['item_1', 'item_5']"
356,2,10,ADD,['item_8'],"['item_6', 'item_8']","['item_7', 'item_8', 'item_9']","['item_2', 'item_7']",['item_8']
357,8,10,ADD,['item_7'],['item_7'],"['item_7', 'item_5']",['item_2'],['item_7']
358,2,10,ADD,['item_9'],['item_6'],"['item_6', 'item_9']","['item_2', 'item_9']",['item_9']
359,8,10,APP,"['item_1', 'item_10', 'item_8']","['item_6', 'item_8']","['item_5', 'item_6', 'item_7', 'item_8']","['item_1', 'item_6', 'item_7', 'item_8']",['item_8']
360,4,10,LMS,"['item_5', 'item_7']",['item_8'],"['item_7', 'item_9']","['item_7', 'item_9']","['item_5', 'item_7']"
361,8,10,LMS,"['item_4', 'item_7']","['item_4', 'item_6']","['item_4', 'item_6']","['item_3', 'item_4']","['item_4', 'item_7']"
362,8,10,MPL,"['item_1', 'item_10', 'item_2', 'item_3', 'item_4', 'item_6', 'item_7', 'item_9']",['item_10'],"['item_7', 'item_9']",['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_6', 'item_7', 'item_9', 'item_10']"
364,2,10,LMS,"['item_3', 'item_8']",['item_3'],"['item_3', 'item_9']",['item_3'],"['item_3', 'item_8']"
365,8,10,LMS,['item_2'],['item_9'],"['item_2', 'item_7']",['item_1'],['item_2']
366,8,10,ADD,['item_8'],['item_8'],"['item_7', 'item_10']","['item_2', 'item_7']",['item_8']
367,2,10,APP,"['item_1', 'item_2', 'item_3', 'item_5', 'item_7']",['item_5'],"['item_5', 'item_6']",['item_5'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_7']"
368,4,10,ADD,['item_2'],['item_2'],"['item_2', 'item_5', 'item_9']","['item_2', 'item_3', 'item_9']",['item_2']
369,2,10,ADD,['item_1'],['item_2'],"['item_8', 'item_2']",['item_2'],['item_1']
370,8,10,ADD,['item_7'],"['item_2', 'item_7']","['item_7', 'item_6']",['item_7'],['item_7']
371,4,10,LMS,['item_9'],['item_10'],"['item_4', 'item_9']","['item_4', 'item_9']",['item_9']
372,8,10,ADD,['item_9'],"['item_9', 'item_10']","['item_6', 'item_9']",['item_6'],['item_9']
373,8,10,ADD,['item_6'],"['item_2', 'item_6']","['item_6', 'item_8']",['item_6'],['item_6']
374,8,10,APP,['item_6'],['item_7'],"['item_7', 'item_8']","['item_3', 'item_7']",['item_6']
375,2,10,MPL,"['item_10', 'item_7']",['item_7'],"['item_7', 'item_10']",['item_7'],['item_7']
376,4,10,APP,['item_2'],['item_2'],"['item_2', 'item_7']","['item_2', 'item_7']",['item_2']
377,2,10,ADD,"['item_2', 'item_6']","['item_2', 'item_6']","['item_6', 'item_8', 'item_10']","['item_2', 'item_6']","['item_2', 'item_6']"
378,4,10,APP,['item_5'],['item_5'],"['item_5', 'item_7', 'item_9']","['item_5', 'item_7']",['item_5']
379,8,10,MPL,"['item_2', 'item_3', 'item_5', 'item_8']","['item_1', 'item_8']","['item_2', 'item_3', 'item_8', 'item_9']",['item_2'],"['item_2', 'item_3', 'item_5', 'item_8']"
380,8,10,LMS,"['item_1', 'item_5', 'item_7']",['item_5'],"['item_5', 'item_8']",['item_1'],"['item_1', 'item_5', 'item_7']"
381,4,10,ADD,"['item_6', 'item_8']",['item_8'],"['item_3', 'item_8', 'item_9']","['item_2', 'item_3', 'item_9']","['item_6', 'item_8']"
382,4,10,APP,['item_8'],['item_8'],"['item_3', 'item_4', 'item_8', 'item_9']","['item_3', 'item_4']",['item_8']
383,8,10,ADD,['item_7'],"['item_2', 'item_7']","['item_7', 'item_5']","['item_2', 'item_7', 'item_10']",['item_7']
384,2,10,MPL,"['item_10', 'item_3', 'item_6', 'item_9']",['item_6'],"['item_6', 'item_10']","['item_2', 'item_3']","['item_3', 'item_6', 'item_9', 'item_10']"
385,4,10,MPL,"['item_10', 'item_4', 'item_6', 'item_8']",['item_2'],"['item_6', 'item_4']","['item_4', 'item_2']","['item_4', 'item_6', 'item_8', 'item_10']"
386,4,10,MPL,"['item_5', 'item_7', 'item_8', 'item_9']",['item_8'],"['item_9', 'item_10']",['item_9'],"['item_5', 'item_7', 'item_8', 'item_9']"
387,2,10,APP,"['item_3', 'item_6', 'item_9']",['item_3'],"['item_3', 'item_9']","['item_3', 'item_9']","['item_3', 'item_6', 'item_9']"
388,8,10,ADD,['item_3'],"['item_3', 'item_7']","['item_3', 'item_6', 'item_10']","['item_2', 'item_3']",['item_3']
389,8,10,ADD,['item_5'],"['item_5', 'item_8']","['item_5', 'item_6', 'item_8', 'item_9']",['item_2'],['item_5']
390,2,10,ADD,['item_8'],['item_8'],"['item_6', 'item_7', 'item_8', 'item_9']",['item_6'],['item_8']
391,2,10,ADD,"['item_7', 'item_9']",['item_7'],"['item_7', 'item_9']","['item_2', 'item_7']","['item_7', 'item_9']"
392,2,10,ADD,['item_5'],['item_5'],"['item_5', 'item_9']",['item_5'],['item_5']
394,4,10,APP,"['item_4', 'item_5']",['item_4'],"['item_4', 'item_9']","['item_4', 'item_7']","['item_4', 'item_5']"
395,4,10,LMS,['item_3'],['item_7'],"['item_7', 'item_9']",['item_7'],['item_3']
396,2,10,LMS,"['item_4', 'item_8']",['item_4'],"['item_4', 'item_8']","['item_4', 'item_8']","['item_4', 'item_8']"
397,8,10,MPL,"['item_10', 'item_2', 'item_5', 'item_7', 'item_8']",['item_8'],"['item_8', 'item_7']",['item_2'],"['item_2', 'item_5', 'item_7', 'item_8', 'item_10']"
398,2,10,LMS,['item_8'],['item_4'],"['item_4', 'item_7', 'item_10']","['item_4', 'item_7']",['item_8']
399,4,10,LMS,['item_7'],['item_6'],"['item_4', 'item_5', 'item_6', 'item_7', 'item_8']",['item_4'],['item_7']
400,2,10,LMS,['item_5'],['item_6'],"['item_3', 'item_5', 'item_6', 'item_9']","['item_3', 'item_5', 'item_6']",['item_5']
401,4,10,APP,"['item_2', 'item_3', 'item_4']","['item_1', 'item_2']","['item_1', 'item_4']","['item_2', 'item_4']","['item_2', 'item_3', 'item_4']"
402,2,10,ADD,['item_8'],['item_2'],"['item_6', 'item_8']","['item_2', 'item_7']",['item_8']
403,8,10,LMS,['item_10'],['item_6'],"['item_3', 'item_7']","['item_7', 'item_9']",['item_10']
404,8,10,LMS,['item_1'],['item_10'],"['item_3', 'item_5', 'item_9']",['item_1'],['item_1']
405,4,10,ADD,['item_3'],['item_3'],"['item_3', 'item_5', 'item_9']","['item_3', 'item_10']",['item_3']
406,2,10,ADD,['item_8'],['item_3'],"['item_8', 'item_9']",['item_8'],['item_8']
407,8,10,APP,['item_3'],['item_1'],"['item_7', 'item_8']","['item_1', 'item_7']","['item_3', 'item_1', 'item_8', 'item_10']"
408,4,10,MPL,"['item_1', 'item_10', 'item_3', 'item_8']",['item_2'],"['item_8', 'item_9']",['item_2'],"['item_1', 'item_3', 'item_8', 'item_10']"
409,4,10,MPL,['item_4'],['item_2'],"['item_4', 'item_6', 'item_9']",['item_2'],['item_4']
410,4,10,ADD,['item_3'],['item_3'],"['item_3', 'item_8']","['item_2', 'item_3']",['item_3']
411,4,10,ADD,['item_5'],['item_5'],"['item_5', 'item_7', 'item_9']","['item_2', 'item_3', 'item_5', 'item_10']",['item_5']
412,4,10,MPL,"['item_1', 'item_5', 'item_9']",['item_9'],"['item_5', 'item_9']",['item_2'],"['item_1', 'item_5', 'item_9']"
413,4,10,ADD,['item_6'],['item_6'],"['item_6', 'item_8', 'item_9', 'item_10']",['item_6'],['item_6']
414,8,10,MPL,"['item_1', 'item_2', 'item_3', 'item_6', 'item_8', 'item_9']",['item_8'],"['item_8', 'item_10']",['item_2'],"['item_1', 'item_2', 'item_3', 'item_6', 'item_8', 'item_9']"
415,4,10,ADD,['item_4'],['item_5'],"['item_4', 'item_5', 'item_6', 'item_8']","['item_2', 'item_4', 'item_5']",['item_4']
416,2,10,APP,"['item_1', 'item_10', 'item_2', 'item_5', 'item_8']",['item_5'],"['item_1', 'item_8']","['item_1', 'item_2']","['item_1', 'item_2', 'item_5', 'item_8', 'item_10']"
417,4,10,MPL,"['item_2', 'item_8', 'item_9']",['item_2'],"['item_6', 'item_8', 'item_9']",['item_2'],['item_2']
418,4,10,APP,"['item_3', 'item_8', 'item_9']",['item_8'],"['item_5', 'item_9']","['item_8', 'item_9']","['item_3', 'item_8', 'item_9']"
419,8,10,ADD,['item_9'],"['item_2', 'item_9']","['item_6', 'item_9']","['item_2', 'item_4', 'item_6']",['item_9']
420,2,10,MPL,"['item_3', 'item_4', 'item_8', 'item_9']",['item_8'],"['item_3', 'item_8', 'item_9']",['item_8'],"['item_3', 'item_4', 'item_8', 'item_9']"
421,4,10,ADD,['item_9'],['item_6'],"['item_9', 'item_10']","['item_2', 'item_9']",['item_9']
422,2,10,APP,"['item_8', 'item_9']",['item_9'],"['item_9', 'item_10']","['item_3', 'item_9']","['item_8', 'item_9']"
423,8,10,ADD,['item_8'],"['item_3', 'item_6']","['item_3', 'item_8']","['item_2', 'item_3', 'item_4']",['item_8']
425,4,10,LMS,['item_2'],['item_2'],"['item_3', 'item_9']","['item_2', 'item_3']",['item_2']
426,4,10,ADD,"['item_1', 'item_7']",['item_7'],"['item_7', 'item_6']","['item_2', 'item_7']","['item_1', 'item_7']"
427,2,10,LMS,"['item_3', 'item_8']",['item_8'],"['item_3', 'item_7', 'item_8', 'item_9']","['item_8', 'item_7']","['item_3', 'item_8']"
428,4,10,MPL,"['item_6', 'item_7']",['item_6'],"['item_7', 'item_5', 'item_6', 'item_9']",['item_6'],"['item_6', 'item_7']"
429,8,10,ADD,['item_2'],"['item_2', 'item_4']","['item_2', 'item_7']",['item_2'],['item_2']
430,4,10,ADD,['item_6'],['item_3'],"['item_6', 'item_7']","['item_2', 'item_3', 'item_6']",['item_6']
431,2,10,APP,['item_4'],['item_4'],"['item_4', 'item_3']","['item_4', 'item_9']",['item_4']
432,8,10,ADD,['item_8'],"['item_8', 'item_9']","['item_8', 'item_9']",['item_2'],['item_8']
433,2,10,APP,"['item_4', 'item_5', 'item_7']",['item_7'],"['item_3', 'item_4', 'item_5', 'item_7', 'item_9']","['item_3', 'item_7', 'item_4']","['item_4', 'item_5', 'item_7']"
434,4,10,APP,"['item_3', 'item_7', 'item_9']",['item_10'],"['item_1', 'item_9']",['item_3'],"['item_3', 'item_7', 'item_9']"
435,2,10,APP,"['item_3', 'item_9']",['item_3'],"['item_3', 'item_5', 'item_9']","['item_3', 'item_8', 'item_9']","['item_3', 'item_9']"
436,2,10,LMS,['item_5'],['item_6'],"['item_6', 'item_5']",['item_6'],['item_5']
437,2,10,LMS,['item_3'],['item_3'],"['item_3', 'item_8', 'item_9']","['item_3', 'item_4']",['item_3']
438,8,10,APP,['item_2'],"['item_1', 'item_2']","['item_7', 'item_8']","['item_1', 'item_2']","['item_1', 'item_2', 'item_4']"
439,8,10,ADD,['item_2'],"['item_2', 'item_10']","['item_2', 'item_5', 'item_6', 'item_10']","['item_2', 'item_4', 'item_10']",['item_2']
440,8,10,LMS,['item_10'],['item_10'],"['item_3', 'item_4', 'item_5', 'item_7', 'item_8']",['item_1'],['item_10']
441,4,10,LMS,['item_5'],['item_5'],"['item_5', 'item_3']","['item_3', 'item_5']",['item_5']
442,4,10,MPL,"['item_10', 'item_2', 'item_3']",['item_7'],"['item_3', 'item_7']","['item_2', 'item_3']","['item_2', 'item_3', 'item_10']"
443,2,10,ADD,['item_9'],['item_9'],"['item_9', 'item_10']",['item_9'],['item_9']
444,4,10,MPL,"['item_1', 'item_7', 'item_9']",['item_7'],"['item_7', 'item_9']",['item_3'],"['item_1', 'item_9', 'item_7']"
445,2,10,MPL,"['item_5', 'item_6']",['item_2'],"['item_5', 'item_6']","['item_2', 'item_5', 'item_6']","['item_5', 'item_6']"
446,2,10,LMS,"['item_3', 'item_6']",['item_6'],"['item_3', 'item_6']","['item_3', 'item_6']","['item_3', 'item_6']"
447,8,10,APP,['item_5'],"['item_1', 'item_7']","['item_1', 'item_7']",['item_7'],['item_5']
448,8,10,MPL,"['item_1', 'item_10', 'item_2', 'item_4', 'item_6', 'item_9']",['item_4'],"['item_4', 'item_9']",['item_2'],"['item_1', 'item_2', 'item_4', 'item_6', 'item_9', 'item_10']"
449,8,10,MPL,"['item_3', 'item_4', 'item_6', 'item_7', 'item_8']","['item_2', 'item_7']","['item_2', 'item_3', 'item_7', 'item_8']",['item_2'],"['item_3', 'item_4', 'item_6', 'item_7', 'item_8']"
450,8,10,ADD,['item_2'],"['item_8', 'item_7']","['item_7', 'item_8']","['item_2', 'item_7']",['item_2']
451,4,10,APP,['item_7'],"['item_1', 'item_3']","['item_7', 'item_1']","['item_1', 'item_3', 'item_7']",['item_7']
452,8,10,MPL,"['item_1', 'item_10', 'item_2', 'item_3', 'item_6', 'item_7', 'item_8', 'item_9']",['item_8'],"['item_8', 'item_10']",['item_2'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_6', 'item_7', 'item_8', 'item_9', 'item_10']"
453,8,10,APP,"['item_3', 'item_6']","['item_7', 'item_8']","['item_3', 'item_8']","['item_4', 'item_6', 'item_8']","['item_3', 'item_6', 'item_10']"
455,4,10,ADD,"['item_2', 'item_9']",['item_2'],"['item_9', 'item_10']","['item_2', 'item_9']","['item_2', 'item_9']"
456,2,10,LMS,['item_7'],['item_4'],"['item_4', 'item_5', 'item_9']","['item_4', 'item_2']",['item_7']
457,2,10,LMS,"['item_3', 'item_4']",['item_2'],"['item_2', 'item_3', 'item_9']",['item_2'],"['item_3', 'item_4']"
458,2,10,LMS,['item_1'],['item_6'],"['item_1', 'item_6', 'item_9']",['item_6'],['item_1']
459,8,10,APP,['item_3'],"['item_1', 'item_2']","['item_6', 'item_7']","['item_3', 'item_6']","['item_3', 'item_6']"
460,8,10,LMS,['item_6'],['item_10'],"['item_6', 'item_7', 'item_9']","['item_1', 'item_3', 'item_5', 'item_7', 'item_8', 'item_9', 'item_10']",['item_6']
461,4,10,LMS,['item_2'],['item_2'],"['item_2', 'item_5']","['item_2', 'item_3']",['item_2']
462,2,10,ADD,['item_6'],['item_6'],"['item_6', 'item_10']",['item_6'],['item_6']
463,2,10,MPL,['item_4'],['item_2'],"['item_4', 'item_5', 'item_10']","['item_2', 'item_4', 'item_5', 'item_10']",['item_4']
464,4,10,APP,"['item_10', 'item_3']",['item_3'],"['item_3', 'item_8', 'item_9']","['item_3', 'item_8']","['item_3', 'item_10']"
465,2,10,APP,"['item_2', 'item_5']","['item_2', 'item_6']","['item_2', 'item_6']","['item_2', 'item_5']","['item_2', 'item_5']"
466,8,10,MPL,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_6']",['item_2'],"['item_3', 'item_5']",['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_6']"
467,8,10,APP,['item_8'],"['item_1', 'item_2']","['item_8', 'item_7']","['item_3', 'item_7']",['item_8']
468,2,10,LMS,['item_1'],['item_6'],"['item_1', 'item_9']",['item_1'],['item_1']
469,8,10,ADD,['item_8'],['item_8'],"['item_3', 'item_8']",['item_2'],['item_8']
470,4,10,LMS,"['item_4', 'item_7']",['item_2'],"['item_4', 'item_2']","['item_2', 'item_4']","['item_4', 'item_7']"
471,2,10,LMS,['item_8'],['item_6'],"['item_2', 'item_8', 'item_9']","['item_2', 'item_4', 'item_6', 'item_8']",['item_8']
472,2,10,MPL,"['item_2', 'item_7', 'item_9']",['item_9'],"['item_7', 'item_9', 'item_10']",['item_9'],"['item_2', 'item_7', 'item_9']"
473,4,10,ADD,['item_10'],['item_2'],"['item_2', 'item_7', 'item_9']",['item_2'],['item_10']
474,4,10,ADD,['item_6'],['item_6'],"['item_6', 'item_7', 'item_8', 'item_10']","['item_2', 'item_6']",['item_6']
475,4,10,LMS,"['item_6', 'item_8']",['item_6'],"['item_6', 'item_5']","['item_6', 'item_8']","['item_6', 'item_8']"
476,4,10,ADD,['item_4'],['item_6'],"['item_6', 'item_4']","['item_2', 'item_6']",['item_4']
477,8,10,ADD,['item_6'],"['item_6', 'item_7']","['item_7', 'item_6']","['item_6', 'item_7']",['item_6']
478,8,10,ADD,['item_4'],['item_8'],"['item_3', 'item_8']","['item_2', 'item_3', 'item_6']",['item_4']
479,2,10,ADD,['item_3'],['item_3'],"['item_3', 'item_9']",['item_2'],['item_3']
480,4,10,MPL,"['item_1', 'item_4', 'item_7', 'item_8']",['item_7'],"['item_7', 'item_9']",['item_7'],"['item_1', 'item_4', 'item_7', 'item_8']"
481,4,10,MPL,"['item_10', 'item_5', 'item_7']",['item_10'],"['item_7', 'item_5']",['item_7'],"['item_5', 'item_7', 'item_10']"
482,2,10,APP,"['item_4', 'item_8']","['item_4', 'item_8']","['item_4', 'item_8']",['item_4'],"['item_4', 'item_8']"
