groupId,strategy,group_size,item_size,llm_recommendation,gold_recommendation
68,ADD,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_4', 'item_5', 'item_3', 'item_2']"
68,APP,8,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_4', 'item_3', 'item_2']"
68,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_4', 'item_2', 'item_3']"
68,MPL,8,5,['item_3'],"['item_1', 'item_4', 'item_2', 'item_3', 'item_5']"
69,ADD,4,5,['item_2'],"['item_3', 'item_2', 'item_5', 'item_1', 'item_4']"
69,APP,4,5,"['item_1', 'item_2', 'item_3']","['item_3', 'item_2', 'item_4', 'item_5']"
69,LMS,4,5,"['item_3', 'item_4', 'item_5']","['item_3', 'item_2', 'item_1', 'item_4', 'item_5']"
69,MPL,4,5,['item_2'],"['item_2', 'item_3', 'item_4', 'item_5', 'item_1']"
70,ADD,8,5,"['item_4', 'item_5']","['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
70,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_4', 'item_1', 'item_3', 'item_2', 'item_5']"
70,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
70,MPL,8,5,['item_4'],"['item_2', 'item_3', 'item_5', 'item_1', 'item_4']"
71,ADD,4,5,"['item_2', 'item_5']","['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
71,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_3', 'item_2', 'item_5']"
71,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_1', 'item_5', 'item_4', 'item_2']"
71,MPL,4,5,['item_5'],"['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
72,ADD,4,5,['item_2'],"['item_2', 'item_4', 'item_3', 'item_1', 'item_5']"
72,APP,4,5,['item_2'],"['item_2', 'item_1', 'item_4', 'item_3', 'item_5']"
72,LMS,4,5,"['item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
72,MPL,4,5,['item_2'],"['item_3', 'item_4', 'item_1', 'item_2', 'item_5']"
73,ADD,4,5,['item_2'],"['item_3', 'item_4', 'item_2', 'item_1', 'item_5']"
73,APP,4,5,"['item_1', 'item_2']","['item_3', 'item_4', 'item_2', 'item_1']"
73,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_4', 'item_5', 'item_1', 'item_3']"
73,MPL,4,5,['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
74,ADD,4,5,['item_2'],"['item_4', 'item_5', 'item_2', 'item_1', 'item_3']"
74,APP,4,5,"['item_1', 'item_2']","['item_5', 'item_2', 'item_3', 'item_4']"
74,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_4', 'item_2', 'item_3', 'item_5']"
74,MPL,4,5,['item_2'],"['item_4', 'item_5', 'item_2', 'item_3', 'item_1']"
75,ADD,4,5,['item_2'],"['item_1', 'item_3', 'item_4', 'item_2', 'item_5']"
75,APP,4,5,"['item_1', 'item_2']","['item_3', 'item_1', 'item_4', 'item_5', 'item_2']"
75,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
75,MPL,4,5,['item_2'],"['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
76,ADD,8,5,['item_2'],"['item_1', 'item_2', 'item_4', 'item_3', 'item_5']"
76,APP,8,5,"['item_1', 'item_2']","['item_2', 'item_1', 'item_3', 'item_4', 'item_5']"
76,LMS,8,5,"['item_1', 'item_2']","['item_1', 'item_4', 'item_2', 'item_3', 'item_5']"
76,MPL,8,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
77,ADD,8,5,"['item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_3', 'item_1', 'item_5', 'item_4']"
77,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_1', 'item_3', 'item_5', 'item_4']"
77,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
77,MPL,8,5,['item_5'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_4']"
78,ADD,4,5,['item_2'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_4']"
78,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_3']"
78,LMS,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
78,MPL,4,5,['item_2'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_4']"
79,ADD,8,5,['item_2'],"['item_3', 'item_2', 'item_5', 'item_4', 'item_1']"
79,APP,8,5,['item_2'],"['item_3', 'item_2', 'item_1', 'item_4', 'item_5']"
79,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_5', 'item_3', 'item_1', 'item_4']"
79,MPL,8,5,['item_2'],"['item_3', 'item_4', 'item_2', 'item_5', 'item_1']"
80,ADD,4,5,['item_5'],"['item_5', 'item_1', 'item_3', 'item_2', 'item_4']"
80,APP,4,5,"['item_1', 'item_3']","['item_5', 'item_1', 'item_3', 'item_2', 'item_4']"
80,LMS,4,5,"['item_1', 'item_2']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
80,MPL,4,5,['item_4'],"['item_2', 'item_5', 'item_4', 'item_1', 'item_3']"
81,ADD,8,5,"['item_5', 'item_4']","['item_3', 'item_1', 'item_5', 'item_4', 'item_2']"
81,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
81,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
81,MPL,8,5,['item_5'],"['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
82,ADD,2,5,['item_2'],"['item_2', 'item_1', 'item_5', 'item_4', 'item_3']"
82,APP,2,5,['item_1'],"['item_2', 'item_1', 'item_4']"
82,LMS,2,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
82,MPL,2,5,['item_2'],"['item_1', 'item_2', 'item_4', 'item_5', 'item_3']"
83,ADD,2,5,['item_4'],"['item_1', 'item_4', 'item_5', 'item_2', 'item_3']"
83,APP,2,5,['item_1'],"['item_1', 'item_4', 'item_2', 'item_5']"
83,LMS,2,5,"['item_1', 'item_2']","['item_1', 'item_4', 'item_2', 'item_5', 'item_3']"
83,MPL,2,5,['item_5'],"['item_1', 'item_5', 'item_4', 'item_2', 'item_3']"
84,ADD,2,5,['item_2'],"['item_1', 'item_2', 'item_4', 'item_3', 'item_5']"
84,APP,2,5,['item_1'],"['item_1', 'item_2', 'item_4']"
84,LMS,2,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_4', 'item_3', 'item_5']"
84,MPL,2,5,['item_2'],"['item_1', 'item_2', 'item_4', 'item_3', 'item_5']"
85,ADD,8,5,"['item_3', 'item_4']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
85,APP,8,5,"['item_3', 'item_4']","['item_3', 'item_1', 'item_5', 'item_2', 'item_4']"
85,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_1', 'item_4', 'item_3', 'item_5']"
85,MPL,8,5,['item_3'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
86,ADD,8,5,"['item_2', 'item_4']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
86,APP,8,5,"['item_1', 'item_2']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
86,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_4', 'item_1', 'item_3', 'item_2', 'item_5']"
86,MPL,8,5,['item_4'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_4']"
87,ADD,2,5,['item_2'],"['item_5', 'item_3', 'item_1', 'item_4', 'item_2']"
87,APP,2,5,['item_1'],[]
87,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_3', 'item_1', 'item_2', 'item_4']"
87,MPL,2,5,['item_2'],"['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
88,ADD,4,5,"['item_2', 'item_4']","['item_5', 'item_2', 'item_4', 'item_3', 'item_1']"
88,APP,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
88,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_4', 'item_1', 'item_3', 'item_2']"
88,MPL,4,5,['item_4'],"['item_2', 'item_5', 'item_4', 'item_1', 'item_3']"
89,ADD,8,5,"['item_3', 'item_4', 'item_5']","['item_3', 'item_5', 'item_2', 'item_4', 'item_1']"
89,APP,8,5,"['item_3', 'item_4', 'item_5']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
89,LMS,8,5,"['item_3', 'item_4', 'item_5']","['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
89,MPL,8,5,['item_5'],"['item_1', 'item_3', 'item_4', 'item_5', 'item_2']"
90,ADD,4,5,"['item_2', 'item_4']","['item_4', 'item_1', 'item_3', 'item_5', 'item_2']"
90,APP,4,5,"['item_1', 'item_3']","['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
90,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_3', 'item_1', 'item_2', 'item_4']"
90,MPL,4,5,"['item_1', 'item_2']","['item_1', 'item_3', 'item_4', 'item_2', 'item_5']"
91,ADD,4,5,['item_2'],"['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
91,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
91,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
91,MPL,4,5,['item_3'],"['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
92,ADD,2,5,['item_2'],"['item_3', 'item_4', 'item_2', 'item_5', 'item_1']"
92,APP,2,5,['item_1'],"['item_3', 'item_4', 'item_5']"
92,LMS,2,5,"['item_1', 'item_2']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
92,MPL,2,5,['item_4'],"['item_4', 'item_3', 'item_5', 'item_2', 'item_1']"
93,ADD,2,5,['item_2'],"['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
93,APP,2,5,['item_1'],"['item_1', 'item_4']"
93,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
93,MPL,2,5,['item_4'],"['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
94,ADD,4,5,"['item_3', 'item_5']","['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
94,APP,4,5,['item_3'],"['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
94,LMS,4,5,['item_3'],"['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
94,MPL,4,5,['item_3'],"['item_3', 'item_1', 'item_5', 'item_2', 'item_4']"
95,ADD,8,5,"['item_3', 'item_4']","['item_3', 'item_4', 'item_5', 'item_1', 'item_2']"
95,APP,8,5,"['item_1', 'item_2', 'item_3']","['item_3', 'item_1', 'item_4', 'item_2', 'item_5']"
95,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_4', 'item_1', 'item_3', 'item_2']"
95,MPL,8,5,['item_3'],"['item_2', 'item_5', 'item_3', 'item_1', 'item_4']"
96,ADD,2,5,['item_4'],"['item_4', 'item_2', 'item_3', 'item_1', 'item_5']"
96,APP,2,5,['item_1'],"['item_2', 'item_4']"
96,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_2', 'item_3', 'item_1', 'item_5']"
96,MPL,2,5,['item_4'],"['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
97,ADD,4,5,['item_2'],"['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
97,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_4', 'item_2', 'item_3', 'item_5']"
97,LMS,4,5,"['item_1', 'item_2']","['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
97,MPL,4,5,['item_4'],"['item_2', 'item_4', 'item_1', 'item_3', 'item_5']"
98,ADD,4,5,['item_2'],"['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
98,APP,4,5,"['item_1', 'item_3']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
98,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
98,MPL,4,5,['item_3'],"['item_2', 'item_3', 'item_4', 'item_1', 'item_5']"
99,ADD,4,5,['item_2'],"['item_3', 'item_2', 'item_1', 'item_4', 'item_5']"
99,APP,4,5,"['item_1', 'item_2']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
99,LMS,4,5,"['item_1', 'item_2']","['item_3', 'item_2', 'item_4', 'item_5', 'item_1']"
99,MPL,4,5,['item_5'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
100,ADD,4,5,"['item_3', 'item_4', 'item_5']","['item_5', 'item_4', 'item_3', 'item_1', 'item_2']"
100,APP,4,5,"['item_3', 'item_4', 'item_5']","['item_5', 'item_4', 'item_3', 'item_1', 'item_2']"
100,LMS,4,5,"['item_3', 'item_4', 'item_5']","['item_4', 'item_5', 'item_1', 'item_2', 'item_3']"
100,MPL,4,5,"['item_4', 'item_5']","['item_3', 'item_5', 'item_4', 'item_1', 'item_2']"
101,ADD,2,5,['item_2'],"['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
101,APP,2,5,['item_1'],"['item_1', 'item_2', 'item_3', 'item_5']"
101,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_3', 'item_2', 'item_5', 'item_1']"
101,MPL,2,5,['item_4'],"['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
102,ADD,8,5,['item_2'],"['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
102,APP,8,5,"['item_1', 'item_2']","['item_3', 'item_1', 'item_2', 'item_5', 'item_4']"
102,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
102,MPL,8,5,['item_5'],"['item_3', 'item_1', 'item_5', 'item_2', 'item_4']"
103,ADD,4,5,['item_4'],"['item_4', 'item_3', 'item_5', 'item_1', 'item_2']"
103,APP,4,5,['item_3'],"['item_3', 'item_4', 'item_5']"
103,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_4', 'item_2', 'item_3', 'item_5']"
103,MPL,4,5,['item_4'],"['item_3', 'item_5', 'item_4', 'item_1', 'item_2']"
104,ADD,4,5,"['item_2', 'item_4']","['item_4', 'item_2', 'item_5', 'item_1', 'item_3']"
104,APP,4,5,"['item_1', 'item_2']","['item_2', 'item_4', 'item_1', 'item_5', 'item_3']"
104,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_4', 'item_5', 'item_2', 'item_3', 'item_1']"
104,MPL,4,5,['item_2'],"['item_5', 'item_1', 'item_2', 'item_4', 'item_3']"
105,ADD,2,5,"['item_4', 'item_5']","['item_4', 'item_1', 'item_3', 'item_5', 'item_2']"
105,APP,2,5,"['item_1', 'item_3']","['item_4', 'item_1', 'item_3', 'item_5']"
105,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_1', 'item_3', 'item_5', 'item_2']"
105,MPL,2,5,"['item_3', 'item_4']","['item_3', 'item_5', 'item_4', 'item_1', 'item_2']"
106,ADD,8,5,['item_5'],"['item_5', 'item_4', 'item_1', 'item_3', 'item_2']"
106,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_4', 'item_3', 'item_1', 'item_2']"
106,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_4', 'item_5', 'item_3']"
106,MPL,8,5,['item_5'],"['item_1', 'item_3', 'item_4', 'item_5', 'item_2']"
107,ADD,4,5,['item_2'],"['item_4', 'item_5', 'item_2', 'item_3', 'item_1']"
107,APP,4,5,"['item_1', 'item_2']","['item_4', 'item_5', 'item_2', 'item_1', 'item_3']"
107,LMS,4,5,['item_2'],"['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
107,MPL,4,5,['item_4'],"['item_5', 'item_4', 'item_2', 'item_1', 'item_3']"
108,ADD,4,5,"['item_3', 'item_4']","['item_1', 'item_4', 'item_3', 'item_5', 'item_2']"
108,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_3', 'item_4', 'item_5']"
108,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_4', 'item_5', 'item_2', 'item_1', 'item_3']"
108,MPL,4,5,['item_4'],"['item_1', 'item_4', 'item_3', 'item_5', 'item_2']"
109,ADD,8,5,"['item_2', 'item_4', 'item_5']","['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
109,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_3', 'item_2', 'item_1', 'item_4']"
109,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_4', 'item_3', 'item_5']"
109,MPL,8,5,['item_3'],"['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
110,ADD,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
110,APP,8,5,"['item_1', 'item_2', 'item_3']","['item_2', 'item_1', 'item_3', 'item_4', 'item_5']"
110,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
110,MPL,8,5,['item_3'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
111,ADD,2,5,['item_5'],"['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
111,APP,2,5,['item_1'],"['item_5', 'item_1', 'item_3']"
111,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_1', 'item_2', 'item_4', 'item_3']"
111,MPL,2,5,['item_5'],"['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
112,ADD,4,5,['item_2'],"['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
112,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_4', 'item_2']"
112,LMS,4,5,"['item_1', 'item_2']","['item_2', 'item_4', 'item_1', 'item_3', 'item_5']"
112,MPL,4,5,['item_4'],"['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
113,ADD,2,5,['item_2'],"['item_3', 'item_4', 'item_2', 'item_5', 'item_1']"
113,APP,2,5,['item_1'],"['item_3', 'item_4']"
113,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_4', 'item_2', 'item_5', 'item_1']"
113,MPL,2,5,['item_3'],"['item_3', 'item_4', 'item_2', 'item_5', 'item_1']"
114,ADD,2,5,['item_2'],"['item_4', 'item_3', 'item_1', 'item_5', 'item_2']"
114,APP,2,5,['item_1'],"['item_3', 'item_4']"
114,LMS,2,5,['item_2'],"['item_4', 'item_1', 'item_3', 'item_5', 'item_2']"
114,MPL,2,5,['item_2'],"['item_3', 'item_4', 'item_1', 'item_2', 'item_5']"
115,ADD,8,5,"['item_3', 'item_4']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
115,APP,8,5,['item_3'],"['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
115,LMS,8,5,"['item_3', 'item_4']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
115,MPL,8,5,['item_3'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
116,ADD,4,5,['item_4'],"['item_5', 'item_1', 'item_4', 'item_3', 'item_2']"
116,APP,4,5,"['item_1', 'item_4']","['item_5', 'item_1', 'item_4', 'item_3']"
116,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_4', 'item_5', 'item_3', 'item_2']"
116,MPL,4,5,['item_4'],"['item_5', 'item_1', 'item_4', 'item_3', 'item_2']"
117,ADD,4,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_4', 'item_3']"
117,APP,4,5,"['item_1', 'item_2']","['item_2', 'item_5', 'item_1']"
117,LMS,4,5,"['item_1', 'item_2']","['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
117,MPL,4,5,['item_5'],"['item_2', 'item_5', 'item_1', 'item_4', 'item_3']"
118,ADD,2,5,['item_3'],"['item_3', 'item_4', 'item_1', 'item_5', 'item_2']"
118,APP,2,5,"['item_1', 'item_2']","['item_1', 'item_3', 'item_4', 'item_5']"
118,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
118,MPL,2,5,['item_3'],"['item_4', 'item_3', 'item_1', 'item_5', 'item_2']"
119,ADD,2,5,['item_2'],"['item_5', 'item_3', 'item_1', 'item_4', 'item_2']"
119,APP,2,5,"['item_1', 'item_2']","['item_5', 'item_1', 'item_3', 'item_4']"
119,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_1', 'item_3', 'item_2', 'item_4']"
119,MPL,2,5,['item_5'],"['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
120,ADD,2,5,['item_2'],"['item_2', 'item_3', 'item_1', 'item_5', 'item_4']"
120,APP,2,5,"['item_1', 'item_2']","['item_2', 'item_1', 'item_3', 'item_5']"
120,LMS,2,5,['item_2'],"['item_2', 'item_3', 'item_1', 'item_5', 'item_4']"
120,MPL,2,5,['item_2'],"['item_2', 'item_1', 'item_3', 'item_5', 'item_4']"
121,ADD,8,5,"['item_2', 'item_3']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
121,APP,8,5,['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
121,LMS,8,5,"['item_2', 'item_3']","['item_4', 'item_3', 'item_1', 'item_2', 'item_5']"
121,MPL,8,5,['item_2'],"['item_2', 'item_5', 'item_3', 'item_1', 'item_4']"
122,ADD,8,5,['item_2'],"['item_3', 'item_1', 'item_4', 'item_2', 'item_5']"
122,APP,8,5,['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
122,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
122,MPL,8,5,['item_4'],"['item_5', 'item_1', 'item_3', 'item_4', 'item_2']"
123,ADD,4,5,"['item_2', 'item_4']","['item_3', 'item_4', 'item_5', 'item_2', 'item_1']"
123,APP,4,5,"['item_1', 'item_3']","['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
123,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
123,MPL,4,5,['item_4'],"['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
124,ADD,4,5,['item_2'],"['item_3', 'item_1', 'item_4', 'item_2', 'item_5']"
124,APP,4,5,['item_1'],"['item_1', 'item_3', 'item_2', 'item_4']"
124,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
124,MPL,4,5,['item_3'],"['item_2', 'item_1', 'item_3', 'item_4', 'item_5']"
125,ADD,4,5,['item_2'],"['item_4', 'item_1', 'item_2', 'item_5', 'item_3']"
125,APP,4,5,['item_1'],"['item_4', 'item_1', 'item_2', 'item_5']"
125,LMS,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
125,MPL,4,5,['item_4'],"['item_1', 'item_2', 'item_4', 'item_5', 'item_3']"
126,ADD,4,5,['item_2'],"['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
126,APP,4,5,"['item_1', 'item_2']","['item_2', 'item_4', 'item_1', 'item_3', 'item_5']"
126,LMS,4,5,"['item_1', 'item_2']","['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
126,MPL,4,5,['item_4'],"['item_2', 'item_4', 'item_1', 'item_5', 'item_3']"
127,ADD,2,5,['item_5'],"['item_5', 'item_2', 'item_1', 'item_3', 'item_4']"
127,APP,2,5,['item_1'],"['item_2', 'item_5']"
127,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
127,MPL,2,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
128,ADD,2,5,['item_2'],"['item_1', 'item_3', 'item_5', 'item_4', 'item_2']"
128,APP,2,5,['item_1'],"['item_1', 'item_3', 'item_4', 'item_5']"
128,LMS,2,5,"['item_1', 'item_2']","['item_1', 'item_3', 'item_4', 'item_5', 'item_2']"
128,MPL,2,5,['item_5'],"['item_5', 'item_1', 'item_3', 'item_4', 'item_2']"
129,ADD,4,5,['item_2'],"['item_4', 'item_3', 'item_1', 'item_2', 'item_5']"
129,APP,4,5,"['item_1', 'item_2']","['item_4', 'item_1', 'item_3', 'item_5']"
129,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4']","['item_4', 'item_1', 'item_3', 'item_2', 'item_5']"
129,MPL,4,5,['item_4'],"['item_4', 'item_1', 'item_3', 'item_5', 'item_2']"
130,ADD,8,5,['item_5'],"['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
130,APP,8,5,['item_5'],"['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
130,LMS,8,5,['item_5'],"['item_1', 'item_3', 'item_2', 'item_4', 'item_5']"
130,MPL,8,5,['item_5'],"['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
131,ADD,2,5,['item_2'],"['item_3', 'item_4', 'item_1', 'item_2', 'item_5']"
131,APP,2,5,['item_1'],"['item_3', 'item_4', 'item_1']"
131,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_4', 'item_1', 'item_2', 'item_5']"
131,MPL,2,5,['item_4'],"['item_1', 'item_3', 'item_4', 'item_5', 'item_2']"
132,ADD,8,5,['item_2'],"['item_3', 'item_5', 'item_2', 'item_4', 'item_1']"
132,APP,8,5,['item_2'],"['item_2', 'item_4', 'item_3', 'item_5', 'item_1']"
132,LMS,8,5,"['item_2', 'item_4']","['item_5', 'item_1', 'item_3', 'item_2', 'item_4']"
132,MPL,8,5,['item_2'],"['item_2', 'item_3', 'item_4', 'item_5', 'item_1']"
133,ADD,4,5,['item_2'],"['item_2', 'item_4', 'item_1', 'item_3', 'item_5']"
133,APP,4,5,"['item_1', 'item_2']","['item_2', 'item_4', 'item_1']"
133,LMS,4,5,"['item_1', 'item_2']","['item_3', 'item_5', 'item_2', 'item_1', 'item_4']"
133,MPL,4,5,['item_2'],"['item_2', 'item_1', 'item_4', 'item_3', 'item_5']"
134,ADD,2,5,['item_2'],"['item_4', 'item_2', 'item_3', 'item_1', 'item_5']"
134,APP,2,5,['item_1'],"['item_1', 'item_2', 'item_3', 'item_4']"
134,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_5', 'item_2', 'item_1', 'item_3']"
134,MPL,2,5,['item_3'],"['item_3', 'item_4', 'item_1', 'item_2', 'item_5']"
