user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,item_41,item_42,item_43,item_44,item_45,item_46,item_47,item_48,item_49,item_50,groupId
user_99596,6,4,9,8,5,7,6,4,7,2,8,5,2,5,1,5,3,7,3,1,9,1,8,3,9,6,4,5,6,1,6,4,2,8,2,10,2,5,4,8,4,1,5,7,5,7,3,4,1,5,779
user_67508,6,7,4,1,6,2,8,10,3,6,8,10,3,2,1,7,4,9,5,10,2,5,6,6,7,4,4,1,5,4,5,8,6,8,2,2,6,1,7,7,3,7,9,3,8,2,6,3,3,5,779
user_80541,6,3,6,9,2,6,5,5,10,7,6,6,9,2,1,5,3,5,2,3,4,7,5,5,10,7,9,3,6,10,4,7,4,5,10,3,4,7,3,6,4,9,5,8,2,2,8,5,1,4,779
user_20385,7,2,10,5,10,2,2,10,10,10,4,6,10,1,8,2,4,2,6,8,9,6,8,4,4,4,8,5,10,9,5,3,4,7,8,7,5,4,5,6,4,1,4,4,2,2,7,3,10,5,779
user_97746,5,1,4,7,6,9,9,4,8,10,9,10,6,9,8,10,9,9,9,4,1,3,6,1,2,5,3,3,5,2,9,10,10,7,6,1,1,10,5,5,7,6,4,4,7,6,4,3,2,3,780
user_6272,9,10,10,6,8,4,3,3,9,7,5,3,2,2,8,10,2,6,5,4,3,10,8,8,9,10,8,4,4,3,8,6,5,6,8,2,3,8,4,1,1,10,5,5,5,7,7,5,1,2,780
user_15904,4,10,5,6,3,5,2,3,7,9,2,6,10,9,7,5,10,7,1,7,2,7,7,5,8,7,6,8,7,6,4,9,9,9,9,2,10,5,1,6,7,9,5,8,1,7,7,1,5,7,780
user_61958,6,4,1,8,4,6,10,6,8,9,8,5,6,5,5,8,1,5,5,8,6,5,9,10,2,8,6,4,2,8,8,7,5,10,4,1,3,1,4,8,7,2,9,8,2,4,5,4,10,2,780
user_11557,6,7,9,10,7,9,2,5,6,8,8,7,1,10,10,3,5,8,5,7,4,10,1,1,8,2,2,4,7,3,6,8,6,6,6,7,10,1,1,4,7,7,6,9,4,5,1,7,6,6,781
user_17781,1,4,5,1,7,2,6,9,8,1,2,1,7,6,10,4,3,2,1,2,1,2,8,7,3,4,7,5,1,10,2,4,6,1,8,2,7,5,3,3,5,10,6,1,7,6,8,6,2,10,781
user_29320,5,8,4,1,3,2,6,5,6,9,10,7,1,5,4,2,8,10,5,7,7,5,3,2,3,5,6,6,3,2,5,5,2,6,2,1,9,3,1,3,1,8,7,4,4,6,5,2,7,9,782
user_48040,5,7,7,1,4,9,1,4,9,9,7,1,6,10,2,7,7,8,9,2,2,5,3,2,7,7,9,1,6,1,10,2,7,6,6,8,9,1,6,6,5,1,5,4,1,4,4,8,1,1,782
user_30049,8,3,7,2,3,1,7,7,10,7,6,1,8,8,6,6,3,4,7,2,10,7,2,5,8,5,1,1,5,2,9,3,1,5,8,1,9,6,1,2,6,3,7,2,2,6,3,6,10,4,782
user_71668,9,2,3,4,10,4,3,9,9,2,4,9,2,6,4,7,2,3,7,7,4,9,5,8,10,5,6,6,8,4,3,5,4,1,4,9,5,7,10,6,10,1,8,3,8,1,10,6,9,3,782
user_73815,5,10,10,1,4,3,10,4,10,1,6,8,8,2,4,5,6,9,1,9,7,2,2,8,8,7,10,5,7,3,2,2,2,7,2,10,8,2,8,10,5,9,4,10,4,6,8,3,6,5,783
user_59066,4,5,1,2,7,10,1,5,9,8,10,2,10,7,6,2,2,8,3,3,3,9,1,5,7,2,5,8,1,4,8,4,10,5,4,7,10,3,4,1,3,5,8,7,9,9,4,4,7,9,783
user_36021,9,4,9,7,3,9,2,9,5,7,7,2,4,10,1,3,2,6,4,4,1,9,7,8,2,3,2,5,6,7,8,2,6,9,8,5,4,9,2,3,2,9,4,3,9,7,3,1,7,8,783
user_14210,5,5,9,7,1,7,3,5,10,8,9,9,3,6,6,2,6,5,1,9,7,3,10,4,9,2,4,10,5,9,8,2,5,6,8,5,9,5,5,5,9,3,1,9,7,4,1,1,9,5,783
user_37662,2,8,3,4,7,2,2,4,9,10,1,1,10,8,4,7,1,3,1,3,10,9,2,2,10,8,6,2,1,2,4,9,9,8,2,4,5,1,5,3,5,6,1,3,5,10,7,4,9,6,784
user_86615,1,8,2,5,6,3,8,3,9,7,3,1,10,4,2,3,1,3,8,2,5,6,5,6,2,1,8,5,5,8,7,9,4,2,3,10,3,1,2,4,3,5,3,6,5,10,3,9,8,5,784
user_98585,7,1,7,6,5,4,1,2,4,3,8,2,6,4,4,4,10,5,5,5,5,2,5,10,5,2,2,9,10,10,8,4,5,4,2,7,2,2,4,3,3,4,5,3,1,6,7,5,9,7,784
user_51889,8,3,9,10,9,5,8,10,8,3,4,5,4,7,1,9,4,10,2,3,9,5,7,2,5,2,3,3,2,2,10,2,8,2,9,2,3,10,2,5,1,8,10,9,7,7,4,8,3,6,784
user_11391,6,9,2,3,9,3,5,5,7,7,4,4,5,6,8,10,1,10,6,10,6,4,3,4,5,1,6,2,10,5,4,10,10,2,9,5,6,8,5,5,7,4,9,3,9,9,4,6,1,7,785
user_52311,9,4,1,6,5,3,9,10,1,6,10,3,1,10,10,7,2,5,9,1,9,8,9,1,5,5,3,2,8,4,9,9,3,7,4,10,4,6,3,8,9,9,10,8,7,4,8,8,10,6,785
user_42233,1,9,1,10,2,3,8,6,6,3,1,6,9,1,1,5,8,7,8,5,6,8,7,7,1,3,1,6,10,10,7,2,8,8,8,6,10,6,2,8,1,2,1,5,9,4,3,6,7,9,785
user_80249,9,10,1,3,9,8,3,8,1,4,7,1,2,9,4,3,3,8,9,1,9,9,10,1,10,6,10,4,7,8,7,1,7,2,6,5,5,3,10,6,1,8,7,4,10,1,4,5,7,2,785
user_86791,4,9,4,3,1,1,9,6,9,4,3,3,4,9,10,10,1,2,3,3,7,1,7,6,8,1,9,4,2,3,4,10,10,3,4,3,2,1,9,6,1,7,10,1,6,9,8,5,8,8,786
user_30288,10,8,2,8,7,10,6,10,5,10,7,3,1,4,7,8,5,3,10,4,5,2,5,9,5,2,4,5,9,2,4,1,6,2,6,9,10,6,3,5,5,7,2,1,8,2,1,5,2,1,786
user_52280,6,10,10,3,7,6,8,5,1,5,3,4,3,4,8,4,8,4,1,5,5,7,7,5,6,7,6,7,7,10,9,6,1,4,9,9,8,10,2,3,8,7,7,1,8,5,2,10,4,7,786
user_8081,1,6,2,2,3,6,7,5,9,6,6,5,5,3,2,2,4,1,10,1,10,3,5,1,7,6,2,7,2,9,9,3,10,6,10,10,6,3,5,1,7,9,1,8,6,1,9,1,7,4,786
user_55519,10,2,4,9,10,5,6,4,2,3,2,10,5,9,4,9,2,8,4,6,10,5,5,7,6,10,5,2,7,2,7,6,9,10,3,8,6,1,3,3,5,8,6,10,2,5,5,7,1,9,786
user_65463,1,7,10,4,10,1,3,6,2,5,3,7,7,4,8,3,5,10,7,7,4,9,2,5,3,10,3,2,8,7,8,4,4,5,3,7,2,6,2,3,4,1,7,1,7,8,10,5,3,1,786
user_72554,7,6,9,8,1,1,8,3,10,4,9,5,10,5,9,1,2,2,9,3,9,6,1,6,1,10,5,5,2,2,5,7,1,8,9,2,10,10,9,10,9,3,4,4,8,4,2,3,5,2,786
user_92560,6,2,2,4,6,2,2,10,4,1,5,10,3,7,4,5,9,1,10,3,4,3,10,1,6,10,6,4,2,5,9,2,2,10,2,6,1,7,8,6,4,7,9,4,5,7,8,8,7,3,786
user_84374,4,9,2,3,3,9,1,4,5,2,9,7,7,3,3,6,8,3,5,2,9,2,4,3,5,6,2,10,7,10,8,6,3,9,10,9,3,8,9,6,7,9,5,9,3,2,2,4,7,3,787
user_73373,4,10,5,2,6,1,6,8,2,4,2,6,6,1,2,10,3,6,10,7,1,4,10,8,4,4,2,6,4,4,7,7,4,5,1,6,7,4,7,10,9,2,2,6,3,9,4,6,6,9,787
user_68107,5,1,4,3,6,3,4,6,3,6,5,4,8,3,7,4,5,4,10,10,4,8,8,1,9,1,8,3,7,10,8,10,10,8,2,7,7,1,6,10,1,6,6,9,8,7,8,9,5,7,787
user_25065,8,10,9,6,6,8,6,1,2,8,2,9,4,4,9,1,1,8,7,8,1,5,6,10,8,10,1,3,6,8,6,2,6,7,9,8,5,3,4,4,9,3,3,1,9,6,7,1,1,1,787
user_62163,5,7,1,1,4,5,9,10,5,5,9,9,5,6,10,4,3,2,2,9,10,10,9,9,7,5,2,9,1,6,2,1,1,8,4,3,8,4,5,4,10,2,10,10,1,10,4,8,10,3,787
user_24961,2,5,2,4,1,9,1,1,5,8,6,8,3,1,9,8,6,1,3,2,2,8,8,7,8,2,9,6,8,5,7,4,2,5,3,2,1,3,4,5,3,2,1,5,7,7,6,8,7,2,787
user_33426,4,3,8,7,2,1,4,8,3,9,2,8,8,10,9,5,7,5,2,5,3,10,7,9,1,5,10,2,2,5,2,4,8,9,7,4,9,3,10,9,2,2,10,4,10,4,10,10,4,10,787
user_4501,7,10,4,10,8,3,6,6,7,7,6,2,3,7,10,8,6,9,3,10,3,8,5,10,9,4,8,2,8,5,3,1,6,8,2,7,8,1,3,2,10,6,7,7,8,8,8,4,6,9,787
user_45418,10,4,2,4,3,3,3,10,9,6,6,4,7,7,8,5,4,4,8,5,4,4,7,4,9,8,1,4,6,6,2,3,7,5,5,9,1,1,6,9,4,2,2,2,4,7,1,8,1,9,788
user_99715,10,8,9,9,7,10,10,10,2,2,7,8,3,4,4,10,8,9,3,5,5,7,10,8,5,4,7,1,2,7,5,9,2,5,4,4,5,8,7,2,6,4,7,4,2,9,6,6,3,5,788
user_57762,9,10,7,6,3,3,5,7,3,3,2,3,4,6,2,8,10,9,9,5,1,1,9,3,6,1,4,7,8,7,3,9,6,7,2,5,9,4,6,4,8,8,10,7,1,10,9,9,4,7,788
user_74552,8,4,10,10,7,3,1,9,6,9,1,5,4,6,5,7,2,1,8,3,1,10,6,4,3,7,9,7,7,3,6,4,2,4,10,7,5,6,9,6,10,3,9,2,5,8,1,2,1,1,788
user_10501,6,5,2,5,7,5,1,5,2,8,7,4,8,7,9,8,3,8,3,2,5,4,2,6,1,8,2,8,6,6,1,3,9,5,8,4,6,7,1,2,9,5,3,9,2,8,1,9,10,8,788
user_76197,6,1,5,10,5,1,8,2,3,9,9,8,6,7,10,8,1,1,2,8,1,5,6,5,2,8,1,5,9,4,8,4,4,3,6,3,9,8,2,9,5,9,1,3,10,9,7,9,9,6,788
user_66967,6,3,5,9,9,8,4,2,9,7,9,7,4,7,7,10,5,7,6,7,5,3,9,7,3,1,2,8,3,10,4,8,5,1,2,9,1,10,5,2,2,8,5,2,10,8,1,7,4,9,788
user_59503,10,2,2,1,5,2,2,7,9,4,8,6,5,3,1,3,7,10,5,10,9,5,10,10,5,6,1,4,10,5,4,1,6,1,7,8,7,10,10,4,9,10,8,1,9,8,10,5,10,7,788
user_84917,3,6,3,7,5,6,9,2,7,7,8,8,10,3,8,7,5,6,9,5,5,6,8,1,7,9,2,10,1,6,4,6,8,2,5,3,5,9,5,8,1,2,4,10,2,10,4,1,2,3,789
user_79383,5,4,5,7,10,10,2,9,10,7,9,9,8,9,4,8,9,7,1,10,3,4,9,10,4,9,8,7,9,10,2,9,6,4,7,6,10,1,9,8,6,10,8,3,8,10,9,7,2,3,789
user_31775,5,4,6,3,9,8,7,3,8,3,9,6,6,8,7,9,10,3,3,5,7,5,3,4,4,6,3,5,6,7,2,1,4,6,9,2,3,9,1,3,3,1,7,8,9,4,3,6,4,4,789
user_42185,9,3,3,7,5,3,9,2,5,7,8,3,6,5,3,1,9,6,9,5,6,2,7,4,3,6,4,2,2,6,8,2,3,7,4,9,9,7,8,6,7,6,4,3,1,3,7,3,2,7,789
user_95766,5,3,7,4,6,3,5,8,9,4,10,1,8,1,5,6,4,9,6,4,3,10,6,3,7,6,3,4,1,8,8,9,2,3,2,2,2,9,9,4,2,4,1,10,10,9,2,7,9,1,789
user_7151,8,7,10,6,3,6,3,8,2,10,7,5,5,1,6,4,9,9,3,7,9,5,6,5,6,5,9,2,4,10,10,1,7,1,3,6,10,2,6,8,2,10,2,9,7,6,8,6,6,9,789
user_81000,6,9,6,3,1,7,9,10,4,5,3,8,2,10,9,4,10,4,2,9,7,4,6,3,3,1,10,8,7,4,10,5,9,6,10,2,3,5,9,7,6,10,7,1,10,1,3,3,8,10,789
user_75231,3,5,2,5,3,5,1,3,1,8,2,3,10,8,9,1,10,2,10,6,7,4,5,4,9,10,10,9,9,4,9,8,5,2,10,8,1,10,9,4,5,9,3,6,3,5,8,5,1,6,789
user_90668,2,1,7,5,2,2,7,10,8,2,4,9,4,5,9,1,8,7,6,3,1,10,5,7,6,6,7,6,3,2,7,5,9,8,6,8,7,9,7,4,2,9,8,2,3,6,3,5,2,9,790
user_52643,5,3,6,1,2,10,6,9,7,8,4,9,6,3,2,2,5,7,8,3,9,5,8,8,10,8,9,1,8,4,4,10,2,7,7,4,9,1,9,4,10,7,1,1,9,8,7,5,9,10,790
user_98039,8,10,9,6,5,1,3,10,7,9,6,9,7,2,6,2,3,3,4,6,6,6,2,10,8,1,2,2,8,10,1,9,2,9,2,6,1,1,10,2,9,4,7,3,3,1,2,4,6,5,790
user_43547,4,2,6,10,5,9,1,10,8,4,1,10,5,10,10,6,3,8,8,5,3,2,8,8,9,3,7,4,10,7,4,5,10,1,10,4,3,7,3,8,10,7,7,8,6,6,8,4,6,8,790
user_84426,2,10,2,4,9,6,10,3,2,4,2,6,10,7,3,10,2,4,6,7,8,8,7,2,9,10,1,3,4,9,4,9,3,7,4,7,8,4,3,6,9,5,1,6,3,9,6,9,3,8,791
user_62640,7,7,5,9,9,8,7,3,9,2,1,9,7,2,8,5,7,8,2,1,9,8,1,8,3,3,7,8,8,10,10,7,7,1,10,3,10,3,8,6,9,8,7,2,2,6,7,9,1,1,791
user_46641,1,10,7,10,6,8,10,4,5,9,5,7,6,9,10,6,7,10,5,1,3,3,9,4,6,1,7,2,3,7,7,3,4,7,6,2,1,1,1,6,7,3,9,9,7,3,2,6,8,6,792
user_43969,6,5,6,10,9,5,5,9,5,6,8,4,4,2,7,2,9,3,2,10,7,10,6,2,1,4,5,7,3,5,1,8,7,10,3,9,4,1,6,10,8,1,3,1,3,10,1,7,9,2,792
user_42883,6,3,1,10,5,4,9,5,9,2,9,10,5,2,6,4,3,8,6,4,4,9,2,2,4,2,2,8,6,4,2,8,10,8,3,4,5,10,6,10,6,5,1,6,8,4,4,9,1,6,792
user_25276,10,9,9,5,4,10,8,9,8,7,7,3,2,4,2,4,7,2,6,9,2,1,5,10,2,7,1,3,8,10,7,3,10,2,1,8,5,3,4,10,3,5,1,9,1,1,10,2,8,8,792
user_41239,10,3,8,6,6,7,1,6,10,6,7,9,9,2,10,2,10,6,8,9,3,7,3,7,7,9,4,9,10,3,10,6,4,2,6,5,1,10,10,7,7,10,6,7,6,7,1,2,1,6,793
user_25399,8,3,3,2,6,8,4,2,2,10,8,5,8,1,10,1,4,6,7,8,3,2,2,4,1,6,4,4,8,6,10,4,3,3,8,5,10,9,4,9,7,1,8,1,10,2,7,6,8,8,793
user_5832,6,8,8,2,7,2,8,8,2,4,10,1,5,8,3,8,6,4,7,3,6,1,1,5,7,4,5,6,8,10,7,2,7,10,4,1,9,8,7,8,2,9,2,8,10,7,6,5,2,3,794
user_98416,8,10,5,5,3,5,4,3,10,6,10,1,7,3,3,8,9,8,4,1,5,10,9,4,7,2,4,8,1,7,7,9,9,9,3,7,4,4,5,4,3,1,8,9,1,5,3,5,4,8,794
user_7025,8,9,1,10,4,9,2,7,6,8,10,9,3,8,3,7,8,8,1,10,7,3,8,10,4,9,8,10,5,3,6,1,3,6,2,3,1,2,8,7,9,3,2,2,7,4,9,3,9,5,794
user_67076,10,3,2,1,3,3,8,3,7,3,1,7,9,4,3,2,6,5,2,7,4,2,2,3,8,2,3,7,9,3,8,6,3,5,6,2,2,9,3,6,1,2,8,4,9,8,6,8,3,7,794
user_18457,10,6,6,8,5,5,8,2,5,10,2,1,5,5,9,7,9,7,8,9,5,9,3,10,10,10,6,2,2,5,5,1,10,1,1,4,2,2,7,5,6,10,10,2,5,9,3,8,2,7,794
user_18218,3,5,4,4,7,2,10,8,3,6,5,5,8,8,7,4,4,4,1,2,2,8,5,6,2,5,9,9,5,8,5,1,7,4,4,2,2,3,6,1,2,4,3,4,4,7,10,10,8,10,794
user_34033,9,10,4,6,6,3,1,5,1,10,6,5,6,7,7,7,10,9,1,9,5,6,3,1,1,7,10,4,6,6,2,1,9,6,9,6,4,3,10,7,10,3,9,2,4,2,7,9,3,3,794
user_91303,6,8,2,8,6,4,5,6,1,5,5,6,6,1,4,7,8,1,1,2,9,7,5,9,7,5,1,9,5,7,7,9,2,10,5,8,6,3,2,6,4,10,3,8,8,10,2,5,9,7,794
user_30649,5,2,4,10,6,5,5,2,2,7,9,10,4,2,8,8,1,7,2,8,3,10,4,7,1,3,9,7,6,1,4,3,5,6,6,2,6,2,1,3,4,8,5,3,3,2,10,7,9,7,795
user_9549,7,2,6,10,2,2,7,6,6,6,9,7,10,4,2,1,1,2,8,8,5,10,3,1,8,3,2,4,3,9,1,5,6,10,3,4,8,1,2,5,6,10,6,9,8,2,10,3,6,4,795
user_99178,8,6,8,7,10,9,4,9,9,1,3,6,9,7,10,1,3,3,8,1,5,3,4,3,1,6,9,3,3,7,2,2,6,7,4,3,1,1,1,5,1,2,6,10,5,6,3,2,3,8,795
user_15866,2,2,4,8,6,2,2,8,9,2,6,7,8,3,5,3,5,6,1,8,9,6,7,4,6,10,2,4,5,2,3,5,10,8,10,1,2,8,4,4,6,4,8,1,1,2,3,6,4,3,795
user_14084,9,3,1,10,1,2,1,3,1,6,10,7,8,6,3,2,10,6,1,8,4,1,7,7,10,7,4,2,2,5,4,3,8,10,8,1,10,8,10,3,7,7,3,4,2,1,8,6,4,6,796
user_62443,9,9,8,6,10,3,9,6,2,3,9,9,1,6,2,8,7,8,8,4,7,6,6,6,5,1,8,4,4,6,9,3,7,7,1,3,3,5,9,10,5,8,2,10,9,1,5,8,3,9,796
user_19003,1,10,6,7,1,10,5,4,10,4,6,6,3,6,5,7,9,10,6,9,6,1,6,8,8,10,9,4,5,1,7,4,1,4,3,4,5,4,6,2,5,3,3,6,2,9,9,4,2,7,796
user_4256,8,10,5,5,4,2,9,9,3,4,4,1,8,5,1,1,1,9,3,8,6,5,3,5,8,10,4,4,10,8,2,8,9,1,4,9,4,6,4,5,5,10,8,9,1,3,4,8,3,4,796
user_65100,1,1,7,2,5,5,2,4,10,10,2,1,1,2,7,2,7,10,1,10,6,4,1,9,6,3,2,4,7,5,5,6,3,4,8,5,6,6,6,2,2,7,7,4,5,8,7,8,7,3,796
user_43069,5,10,5,10,1,1,6,7,6,6,7,4,10,10,7,6,6,10,6,4,3,5,1,8,2,2,5,2,4,4,10,9,9,4,9,6,1,3,7,10,6,8,2,7,5,9,3,2,5,2,796
user_54328,6,10,3,9,5,8,8,8,1,1,3,9,10,10,1,3,6,8,10,4,6,8,3,8,3,7,4,10,5,8,3,5,10,2,8,1,5,3,5,6,9,10,10,5,8,8,2,2,2,10,796
user_96936,6,9,1,9,1,2,2,7,3,10,1,10,7,7,7,10,3,3,10,5,2,8,8,5,9,3,9,2,6,4,2,3,5,6,10,1,6,7,7,4,10,5,1,5,10,9,8,3,3,5,796
user_89000,7,6,3,3,5,5,9,5,1,7,3,6,9,4,6,9,9,2,4,10,1,5,7,10,4,4,2,5,6,4,1,9,4,6,9,7,6,10,9,1,8,5,5,10,3,4,3,8,2,3,797
user_75691,4,9,9,8,4,7,10,10,4,10,1,5,6,1,9,9,3,7,10,7,9,6,7,8,8,10,2,10,4,10,8,8,3,7,8,7,1,5,7,7,7,6,1,6,3,1,1,7,6,6,797
user_44688,8,6,1,2,8,8,10,9,3,2,1,7,6,5,10,9,3,8,10,10,2,1,6,2,10,4,7,5,10,6,3,2,7,5,4,8,4,4,3,3,8,9,2,4,10,2,6,4,6,1,797
user_38383,2,1,1,3,7,8,5,5,6,9,9,9,10,9,8,8,2,6,5,4,10,2,5,9,6,5,2,4,5,7,3,5,5,10,6,6,2,5,8,5,4,6,2,8,10,6,8,4,2,5,797
user_33914,4,8,8,10,3,8,4,8,10,8,4,10,8,9,9,5,8,4,1,6,6,4,4,5,4,3,2,8,7,6,5,3,8,4,4,7,8,7,2,8,3,5,1,10,6,4,1,1,4,4,798
user_93399,1,10,9,5,7,2,2,4,3,8,9,5,3,4,10,8,1,5,1,6,7,10,1,8,2,7,7,4,5,4,9,7,3,6,2,7,1,1,8,5,1,9,3,3,10,10,10,6,8,8,798
user_78910,2,3,9,7,4,1,6,9,10,7,9,7,9,10,6,3,10,9,3,10,6,5,1,7,10,8,6,2,7,10,4,8,7,4,4,10,8,5,5,6,3,7,9,8,4,7,1,1,3,6,799
user_84614,3,9,4,6,5,2,6,6,3,10,1,4,2,2,10,7,9,2,6,1,6,4,7,9,2,4,5,7,10,4,6,4,8,2,4,1,3,7,9,8,4,10,7,7,3,6,6,2,4,5,799
user_17150,6,3,7,2,8,7,2,9,6,3,2,4,3,10,3,3,6,9,1,10,4,10,4,4,2,10,1,10,2,6,3,5,1,9,8,2,4,2,3,2,7,8,9,8,2,9,7,2,5,10,799
user_43698,3,4,5,10,6,1,5,2,1,2,5,5,3,3,7,3,5,6,1,7,6,5,7,1,10,8,9,6,5,3,9,6,2,5,5,10,3,10,6,2,6,7,9,9,2,9,6,1,3,2,799
user_21089,9,1,2,9,9,10,5,2,5,4,8,2,7,3,8,1,9,5,6,3,8,10,3,8,3,2,10,4,1,7,10,5,7,2,5,7,7,9,1,9,4,5,6,9,1,1,8,10,1,10,800
user_98130,1,5,5,4,7,8,10,5,5,4,8,10,4,5,1,7,7,6,2,7,8,10,8,6,8,1,3,5,7,8,5,10,4,7,7,2,4,9,2,3,8,1,10,8,3,4,6,3,2,4,800
user_29619,10,2,6,7,2,3,1,3,5,5,8,9,4,5,1,3,5,7,5,8,7,2,4,3,7,5,9,7,6,4,1,9,6,1,3,1,7,1,8,7,8,4,4,1,8,3,9,4,1,2,801
user_43508,2,7,7,1,8,4,10,8,5,3,3,6,5,1,5,9,6,7,10,4,3,6,4,1,2,4,5,10,4,4,9,5,10,8,9,2,1,7,9,5,3,2,6,5,5,10,2,4,5,1,801
user_2087,7,8,8,6,7,3,7,1,6,3,2,1,6,5,2,10,7,9,7,4,9,8,2,1,8,4,5,5,1,4,1,1,1,8,1,7,1,3,6,4,2,6,3,9,7,5,10,7,5,9,801
user_32530,1,3,4,7,4,10,6,2,9,2,7,6,7,9,5,3,4,1,6,5,1,9,10,1,2,1,6,3,8,7,5,4,5,3,8,10,4,5,7,4,6,10,4,6,6,5,10,1,7,9,801
user_13283,7,2,8,5,6,7,10,1,5,8,5,2,5,4,10,6,5,1,10,5,9,6,4,5,3,2,9,6,3,8,4,10,6,7,6,8,7,6,5,1,1,8,3,6,3,4,8,7,7,9,802
user_82506,3,3,8,9,8,5,7,5,1,9,4,9,3,10,5,5,6,9,7,4,1,10,9,6,4,9,2,9,3,8,10,5,4,2,10,9,2,9,7,2,10,1,3,1,10,6,6,4,4,3,802
user_79697,2,10,4,7,10,1,6,4,4,3,8,10,5,6,9,3,3,1,7,1,6,4,4,2,5,3,8,10,6,1,8,7,3,2,8,8,4,2,1,10,7,3,8,5,10,6,8,1,1,1,803
user_45071,2,9,9,4,7,8,2,5,8,5,5,10,8,5,4,7,6,10,9,8,8,1,2,8,2,7,10,7,8,5,8,1,7,3,9,6,3,10,4,4,2,5,7,10,2,5,1,4,8,10,803
user_11112,9,7,5,8,9,5,9,8,3,2,6,7,2,7,9,1,5,2,6,8,9,10,4,2,3,6,10,10,3,5,4,4,1,10,3,6,2,4,7,8,1,9,2,3,6,6,2,2,3,7,803
user_95046,8,4,4,8,4,6,4,2,2,1,3,10,8,4,3,7,10,9,1,6,2,9,7,7,6,9,7,6,3,4,5,8,4,6,6,10,3,3,1,2,2,1,6,4,6,8,10,10,5,8,803
user_93130,10,5,10,8,1,9,7,5,3,6,9,4,6,8,4,6,8,3,4,3,9,9,7,9,6,10,3,2,2,9,6,3,8,4,3,4,2,10,3,1,9,5,1,7,5,7,2,1,7,9,804
user_91926,8,10,3,5,1,7,4,3,2,9,8,1,6,9,2,7,8,8,2,5,7,1,9,6,3,10,4,8,10,4,10,5,7,2,6,5,1,9,1,4,8,7,3,7,6,2,2,10,1,3,804
user_42586,7,7,3,7,1,9,5,2,2,6,9,3,4,5,7,10,4,4,7,6,6,3,2,7,10,1,5,8,8,7,9,10,5,2,6,9,5,7,6,7,1,6,1,9,7,9,6,7,5,4,804
user_52340,5,7,3,1,2,2,2,10,8,8,4,6,8,7,5,3,10,8,8,9,7,7,4,5,6,4,3,8,6,3,9,4,2,8,1,1,4,8,6,7,5,1,6,7,9,9,5,9,7,7,804
user_11200,3,2,3,1,9,7,6,8,7,5,6,9,10,3,4,1,10,7,9,7,1,8,4,1,4,10,1,8,9,8,8,2,8,5,9,5,2,6,1,2,5,5,7,6,1,7,3,10,9,4,805
user_29429,2,8,5,2,1,8,7,4,2,9,3,4,4,4,6,5,10,1,10,6,5,10,3,9,3,4,6,8,3,3,9,8,1,5,8,10,9,8,10,2,7,5,8,5,7,9,4,10,8,10,805
user_24480,10,6,8,10,2,1,8,4,9,8,10,3,2,3,9,1,6,10,6,2,6,2,8,6,6,9,8,2,5,1,7,6,3,5,2,10,8,6,5,4,4,7,2,3,9,2,10,10,6,1,805
user_33625,10,8,6,3,1,9,9,6,7,10,4,6,3,5,4,8,8,9,5,2,7,8,7,9,4,5,5,6,2,2,7,4,9,7,10,9,2,8,8,8,10,6,4,10,1,9,1,7,7,6,805
user_28852,8,9,7,10,5,1,10,7,4,9,2,6,5,3,3,4,6,6,4,5,1,2,6,3,9,2,3,1,1,1,1,4,10,3,4,6,10,1,7,1,5,4,4,1,10,6,4,10,4,8,805
user_37942,2,4,6,10,2,2,10,9,6,2,5,2,6,6,10,4,9,6,7,4,7,10,2,2,8,5,4,2,9,7,8,10,4,8,6,3,6,9,8,3,7,10,5,6,10,6,4,6,8,1,805
user_2486,4,10,4,2,9,6,1,6,10,6,3,1,2,6,8,4,8,10,4,5,4,7,1,7,3,1,4,6,4,6,9,8,1,10,2,4,6,7,10,9,3,7,9,5,5,9,2,9,9,1,805
user_62349,1,10,6,3,10,1,3,1,2,5,10,10,8,8,6,2,4,9,9,2,7,8,8,7,5,4,2,6,10,8,3,6,5,8,8,8,6,3,1,1,10,9,6,5,3,6,4,1,3,4,805
user_65812,7,4,6,10,2,3,1,4,7,4,2,10,1,5,5,5,1,8,6,5,2,1,1,6,7,7,8,6,9,7,9,5,6,3,7,6,6,6,1,5,9,3,2,7,1,10,5,9,6,7,806
user_4534,6,4,4,1,7,7,4,4,2,9,9,7,1,3,10,5,10,5,8,10,1,8,8,3,1,1,3,6,2,6,3,8,10,2,3,6,10,9,3,3,8,10,5,1,5,10,6,10,8,2,806
user_44126,6,7,6,4,9,6,4,8,5,2,8,9,3,6,1,5,4,1,9,10,4,1,1,8,3,9,9,7,9,9,1,1,3,3,8,3,8,1,9,3,7,3,7,10,3,7,5,4,8,1,806
user_47371,3,7,2,6,5,7,8,3,6,6,1,6,2,9,7,5,10,6,8,2,7,9,1,7,10,9,5,7,2,9,1,6,9,7,8,1,4,10,7,7,1,9,6,6,3,5,6,1,10,7,806
