user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,groupId
user_53986,4,1,8,7,1,8,7,10,6,8,356
user_77861,9,9,7,6,4,7,10,8,10,9,356
user_98610,2,9,1,10,3,6,5,4,9,10,357
user_45929,10,10,8,4,8,9,9,4,3,4,357
user_27614,1,6,9,3,10,4,9,3,7,7,357
user_82893,1,9,2,7,10,7,9,8,10,7,357
user_56246,2,9,2,6,6,10,10,6,4,3,357
user_54834,3,5,6,7,2,6,9,4,8,1,357
user_73870,8,4,7,2,3,1,8,9,9,1,357
user_25029,10,4,2,1,9,7,5,2,6,4,357
user_12779,5,1,5,3,5,9,2,2,8,1,358
user_74962,10,10,5,4,5,7,8,3,10,6,358
user_86247,8,7,6,3,8,9,2,9,2,3,359
user_95540,7,1,3,4,1,10,1,5,6,9,359
user_29798,6,1,1,8,10,9,2,9,4,9,359
user_85116,1,3,7,6,4,5,8,9,4,3,359
user_74939,6,3,1,5,4,5,10,8,4,8,359
user_37294,2,7,2,2,2,3,6,3,2,7,359
user_52970,8,6,4,4,9,3,10,4,6,5,359
user_57492,8,3,5,6,1,4,1,4,7,6,359
user_63253,7,6,6,3,7,1,9,10,10,7,360
user_36294,4,1,4,4,9,1,9,4,3,6,360
user_79710,4,6,6,2,7,9,8,6,6,8,360
user_56780,7,5,1,1,7,4,7,7,9,5,360
user_36802,4,5,6,6,8,5,4,5,3,9,361
user_75600,3,9,7,10,3,5,3,9,5,7,361
user_62724,4,3,1,5,2,8,7,4,7,10,361
user_12961,2,2,8,6,6,7,6,2,3,3,361
user_39093,1,9,5,6,8,2,8,1,2,6,361
user_38546,5,10,6,10,8,4,8,7,9,8,361
user_60847,2,2,2,3,9,2,10,9,4,7,361
user_99561,3,2,10,9,7,10,9,4,7,2,361
user_30479,9,5,5,9,6,10,3,2,1,1,362
user_47889,7,6,4,3,1,4,7,7,3,4,362
user_20492,6,1,9,1,1,6,10,3,10,8,362
user_73761,9,4,8,2,2,6,6,1,4,10,362
user_47978,10,10,10,5,9,5,4,1,10,1,362
user_11785,7,8,6,3,3,2,9,6,7,5,362
user_29089,4,6,5,1,5,4,6,8,2,2,362
user_23325,5,1,1,10,5,4,3,3,9,8,362
user_95295,4,6,10,3,10,5,6,9,1,6,363
user_74111,3,2,4,2,4,10,6,1,8,1,363
user_47496,6,9,1,9,4,9,6,2,7,9,363
user_69050,1,1,5,8,5,6,8,6,8,9,363
user_31163,6,7,4,4,2,4,4,9,5,7,363
user_57222,1,5,9,2,6,10,1,6,8,4,363
user_27457,4,7,5,10,1,5,9,10,1,2,363
user_13143,6,5,4,2,4,3,8,8,9,6,363
user_18552,2,8,10,4,3,2,5,6,9,4,364
user_22568,2,4,6,1,2,5,5,6,4,9,364
user_85722,8,5,7,6,4,7,2,8,5,2,365
user_34890,1,5,3,7,3,1,9,1,8,3,365
user_28566,5,6,1,6,4,2,8,2,10,2,365
user_34043,4,8,4,1,5,7,5,7,3,4,365
user_37026,9,6,7,4,1,6,2,8,10,3,365
user_43243,8,10,3,2,1,7,4,9,5,10,365
user_10373,5,6,6,7,4,4,1,5,4,5,365
user_66139,6,8,2,2,6,1,7,7,3,7,365
user_21127,8,2,6,3,3,5,10,6,3,6,366
user_72497,2,6,5,5,10,7,6,6,9,2,366
user_17541,5,2,3,4,7,5,5,10,7,9,366
user_17930,6,10,4,7,4,5,10,3,4,7,366
user_49206,4,9,5,8,2,2,8,5,1,4,366
user_20385,7,2,10,5,10,2,2,10,10,10,366
user_27741,6,10,1,8,2,4,2,6,8,9,366
user_47782,8,4,4,4,8,5,10,9,5,3,366
user_54859,8,7,5,4,5,6,4,1,4,4,367
user_87397,2,2,7,3,10,5,8,5,1,4,367
user_48604,9,9,4,8,10,9,10,6,9,8,368
user_73213,9,9,4,1,3,6,1,2,5,3,368
user_39079,2,9,10,10,7,6,1,1,10,5,368
user_82969,5,7,6,4,4,7,6,4,3,2,368
user_82492,10,6,8,4,3,3,9,7,5,3,369
user_13706,8,10,2,6,5,4,3,10,8,8,369
user_95044,10,8,4,4,3,8,6,5,6,8,370
user_96661,2,3,8,4,1,1,10,5,5,5,370
user_55551,7,5,1,2,2,4,10,5,6,3,370
user_14191,3,7,9,2,6,10,9,7,5,10,370
user_55248,1,7,2,7,7,5,8,7,6,8,370
user_84601,6,4,9,9,9,9,2,10,5,1,370
user_47542,7,9,5,8,1,7,7,1,5,7,370
user_61958,6,4,1,8,4,6,10,6,8,9,370
user_37149,6,5,5,8,1,5,5,8,6,5,371
user_68036,10,2,8,6,4,2,8,8,7,5,371
user_79071,4,1,3,1,4,8,7,2,9,8,371
user_89307,4,5,4,10,2,1,2,6,7,9,371
user_56601,9,2,5,6,8,8,7,1,10,10,372
user_19495,5,8,5,7,4,10,1,1,8,2,372
user_15892,4,7,3,6,8,6,6,6,7,10,372
user_26829,7,7,6,9,4,5,1,7,6,6,372
user_17781,1,4,5,1,7,2,6,9,8,1,372
user_45814,10,4,3,2,1,2,1,2,8,7,372
user_23708,4,7,5,1,10,2,4,6,1,8,372
user_16746,7,5,3,3,5,10,6,1,7,6,372
user_90389,8,6,2,10,6,4,5,8,4,1,373
user_20495,2,6,5,6,9,10,7,1,5,4,373
user_83538,2,8,10,5,7,7,5,3,2,3,373
user_39578,6,6,3,2,5,5,2,6,2,1,373
user_73657,3,1,3,1,8,7,4,4,6,5,373
user_12197,7,9,6,5,7,7,1,4,9,1,373
user_25645,9,9,7,1,6,10,2,7,7,8,373
user_70184,2,2,5,3,2,7,7,9,1,6,373
user_89089,10,2,7,6,6,8,9,1,6,6,374
user_37035,1,5,4,1,4,4,8,1,1,4,374
user_60490,3,7,2,3,1,7,7,10,7,6,374
user_58582,8,6,6,3,4,7,2,10,7,2,374
user_34958,8,5,1,1,5,2,9,3,1,5,374
user_64097,1,9,6,1,2,6,3,7,2,2,374
user_43542,3,6,10,4,9,9,2,3,4,10,374
user_29346,3,9,9,2,4,9,2,6,4,7,374
user_23060,7,7,4,9,5,8,10,5,6,6,375
user_61922,4,3,5,4,1,4,9,5,7,10,375
user_78340,1,8,3,8,1,10,6,9,3,8,376
user_73815,5,10,10,1,4,3,10,4,10,1,376
user_48679,8,8,2,4,5,6,9,1,9,7,376
user_13487,2,8,8,7,10,5,7,3,2,2,376
user_57776,2,10,8,2,8,10,5,9,4,10,377
user_33183,6,8,3,6,5,8,4,5,1,2,377
user_76932,1,5,9,8,10,2,10,7,6,2,378
user_12249,8,3,3,3,9,1,5,7,2,5,378
user_63603,1,4,8,4,10,5,4,7,10,3,378
user_30480,1,3,5,8,7,9,9,4,4,7,378
user_36021,9,4,9,7,3,9,2,9,5,7,379
user_51154,2,4,10,1,3,2,6,4,4,1,379
user_72368,7,8,2,3,2,5,6,7,8,2,379
user_45813,9,8,5,4,9,2,3,2,9,4,379
user_21033,9,7,3,1,7,8,2,5,5,9,379
user_52293,1,7,3,5,10,8,9,9,3,6,379
user_44650,2,6,5,1,9,7,3,10,4,9,379
user_15542,4,10,5,9,8,2,5,6,8,5,379
user_72129,5,5,5,9,3,1,9,7,4,1,380
user_71397,5,8,5,2,8,3,4,7,2,2,380
user_31536,9,10,1,1,10,8,4,7,1,3,380
user_22532,10,9,2,2,10,8,6,2,1,2,380
user_87727,4,9,9,8,2,4,5,1,5,3,380
user_36762,6,1,3,5,10,7,4,9,6,1,380
user_65962,2,5,6,3,8,3,9,7,3,1,380
user_77643,4,2,3,1,3,8,2,5,6,5,380
user_89597,2,1,8,5,5,8,7,9,4,2,381
user_80661,3,1,2,4,3,5,3,6,5,10,381
user_23386,9,8,5,7,1,7,6,5,4,1,381
user_15029,4,3,8,2,6,4,4,4,10,5,381
user_38832,5,2,5,10,5,2,2,9,10,10,382
user_65834,4,5,4,2,7,2,2,4,3,3,382
user_86728,4,5,3,1,6,7,5,9,7,7,382
user_63075,3,9,10,9,5,8,10,8,3,4,382
user_96848,5,4,7,1,9,4,10,2,3,9,383
user_84547,5,7,2,5,2,3,3,2,2,10,383
user_90871,2,8,2,9,2,3,10,2,5,1,383
user_64896,10,9,7,7,4,8,3,6,7,2,383
user_93318,6,9,2,3,9,3,5,5,7,7,383
user_28423,4,5,6,8,10,1,10,6,10,6,383
user_30035,3,4,5,1,6,2,10,5,4,10,383
user_82242,2,9,5,6,8,5,5,7,4,9,383
user_74592,9,4,6,1,7,7,9,4,1,6,384
user_36938,3,9,10,1,6,10,3,1,10,10,384
user_11223,5,9,1,9,8,9,1,5,5,3,385
user_14639,8,4,9,9,3,7,4,10,4,6,385
user_18201,8,9,9,10,8,7,4,8,8,10,385
user_96534,6,6,1,9,1,10,2,3,8,6,385
user_23425,1,6,9,1,1,5,8,7,8,5,386
user_41992,8,7,7,1,3,1,6,10,10,7,386
user_14722,8,8,8,6,10,6,2,8,1,2,386
user_34831,9,4,3,6,7,9,10,9,10,1,386
user_69351,8,3,8,1,4,7,1,2,9,4,387
user_21012,3,8,9,1,9,9,10,1,10,6,387
user_31115,7,8,7,1,7,2,6,5,5,3,388
user_76343,6,1,8,7,4,10,1,4,5,7,388
user_11628,10,4,9,4,3,1,1,9,6,9,388
user_25735,3,3,4,9,10,10,1,2,3,3,388
user_56033,1,7,6,8,1,9,4,2,3,4,388
user_78783,10,3,4,3,2,1,9,6,1,7,388
user_81066,1,6,9,8,5,8,8,4,10,8,388
user_95076,8,7,10,6,10,5,10,7,3,1,388
user_27693,7,8,5,3,10,4,5,2,5,9,389
user_37404,2,4,5,9,2,4,1,6,2,6,389
user_68013,10,6,3,5,5,7,2,1,8,2,389
user_34488,2,1,7,6,10,10,3,7,6,8,389
user_39356,1,5,3,4,3,4,8,4,8,4,389
user_85793,5,5,7,7,5,6,7,6,7,7,389
user_80076,9,6,1,4,9,9,8,10,2,3,389
user_91960,8,7,7,1,8,5,2,10,4,7,389
user_49803,2,2,3,6,7,5,9,6,6,5,390
user_39035,3,2,2,4,1,10,1,10,3,5,390
user_96411,7,6,2,7,2,9,9,3,10,6,391
user_76697,10,6,3,5,1,7,9,1,8,6,391
user_74624,1,7,4,7,10,2,4,9,10,5,392
user_42329,4,2,3,2,10,5,9,4,9,2,392
user_29975,6,10,5,5,7,6,10,5,2,7,393
user_13561,7,6,9,10,3,8,6,1,3,3,393
user_36998,8,6,10,2,5,5,7,1,9,8,393
user_57214,10,4,10,1,3,6,2,5,3,7,393
user_31387,8,3,5,10,7,7,4,9,2,5,394
user_21939,10,3,2,8,7,8,4,4,5,3,394
user_56677,2,6,2,3,4,1,7,1,7,8,394
user_80095,5,3,1,9,7,6,9,8,1,1,394
user_20571,10,4,9,5,10,5,9,1,2,2,395
user_70376,3,9,6,1,6,1,10,5,5,2,395
user_35460,7,1,8,9,2,10,10,9,10,9,395
user_18099,4,4,8,4,2,3,5,2,6,2,395
user_28618,6,2,2,10,4,1,5,10,3,7,396
user_25635,5,9,1,10,3,4,3,10,1,6,396
user_42132,4,2,5,9,2,2,10,2,6,1,397
user_58114,8,6,4,7,9,4,5,7,8,8,397
user_54918,3,9,4,9,2,3,3,9,1,4,397
user_34741,2,9,7,7,3,3,6,8,3,5,397
user_12819,9,2,4,3,5,6,2,10,7,10,397
user_93223,8,6,3,9,10,9,3,8,9,6,397
user_98792,7,9,5,9,3,2,2,4,7,3,397
user_73373,4,10,5,2,6,1,6,8,2,4,397
user_49772,6,1,2,10,3,6,10,7,1,4,398
user_78488,8,4,4,2,6,4,4,7,7,4,398
user_89873,1,6,7,4,7,10,9,2,2,6,399
user_83103,3,9,4,6,6,9,9,5,1,4,399
user_24100,6,3,4,6,3,6,5,4,8,3,399
user_55337,4,5,4,10,10,4,8,8,1,9,399
user_60282,3,7,10,8,10,10,8,2,7,7,400
user_48982,10,1,6,6,9,8,7,8,9,5,400
user_25065,8,10,9,6,6,8,6,1,2,8,401
user_14363,9,4,4,9,1,1,8,7,8,1,401
user_34094,6,10,8,10,1,3,6,8,6,2,401
user_85505,6,7,9,8,5,3,4,4,9,3,401
user_67386,6,7,1,1,1,8,5,7,1,1,402
user_90325,4,5,9,10,5,5,9,9,5,6,402
user_97504,4,3,2,2,9,10,10,9,9,7,403
user_85385,5,2,9,1,6,2,1,1,8,4,403
user_22191,8,4,5,4,10,2,10,10,1,10,403
user_25674,8,10,3,3,2,5,2,4,1,9,403
user_37221,8,6,8,3,1,9,8,6,1,3,403
user_16731,2,8,8,7,8,2,9,6,8,5,403
user_56579,4,2,5,3,2,1,3,4,5,3,403
user_14003,1,5,7,7,6,8,7,2,4,4,403
user_85836,3,8,7,2,1,4,8,3,9,2,404
user_58921,8,10,9,5,7,5,2,5,3,10,404
user_99638,7,9,1,5,10,2,2,5,2,4,404
user_64344,9,7,4,9,3,10,9,2,2,10,404
user_27406,10,4,10,10,4,10,1,7,10,4,404
user_82315,8,3,6,6,7,7,6,2,3,7,404
user_80293,8,6,9,3,10,3,8,5,10,9,404
user_26320,8,2,8,5,3,1,6,8,2,7,404
user_90880,3,2,10,6,7,7,8,8,8,4,405
user_45126,9,6,10,4,2,4,3,3,3,10,405
user_49433,6,4,7,7,8,5,4,4,8,5,405
user_90233,4,4,7,4,9,8,1,4,6,6,405
user_20073,7,5,5,9,1,1,6,9,4,2,406
user_10423,2,4,7,1,8,1,9,10,8,9,406
user_51487,10,10,10,2,2,7,8,3,4,4,407
user_80140,8,9,3,5,5,7,10,8,5,4,407
user_50690,1,2,7,5,9,2,5,4,4,5,407
user_61068,7,2,6,4,7,4,2,9,6,6,407
user_23697,5,7,9,10,7,6,3,3,5,7,407
user_17581,3,2,3,4,6,2,8,10,9,9,407
user_39842,1,1,9,3,6,1,4,7,8,7,407
user_19559,9,6,7,2,5,9,4,6,4,8,407
user_82839,7,1,10,9,9,4,7,9,8,4,408
user_75839,10,7,3,1,9,6,9,1,5,4,408
user_42083,5,7,2,1,8,3,1,10,6,4,408
user_21846,7,9,7,7,3,6,4,2,4,10,408
user_40711,6,9,6,10,3,9,2,5,8,1,409
user_15478,1,1,2,6,5,2,5,7,5,1,409
user_40358,2,8,7,4,8,7,9,8,3,8,409
user_23038,2,5,4,2,6,1,8,2,8,6,409
user_90255,1,3,9,5,8,4,6,7,1,2,410
user_67673,5,3,9,2,8,1,9,10,8,10,410
user_42425,1,5,10,5,1,8,2,3,9,9,410
user_61245,6,7,10,8,1,1,2,8,1,5,410
user_39235,2,8,1,5,9,4,8,4,4,3,411
user_48750,3,9,8,2,9,5,9,1,3,10,411
user_73687,7,9,9,6,9,6,3,5,9,9,411
user_64792,4,2,9,7,9,7,4,7,7,10,411
user_53305,6,7,5,3,9,7,3,1,2,8,412
user_23484,10,4,8,5,1,2,9,1,10,5,412
user_12216,2,8,5,2,10,8,1,7,4,9,412
user_59503,10,2,2,1,5,2,2,7,9,4,412
user_46212,5,3,1,3,7,10,5,10,9,5,413
user_76119,10,5,6,1,4,10,5,4,1,6,413
user_99154,1,7,8,7,10,10,4,9,10,8,413
user_70989,8,10,5,10,7,3,6,3,7,5,413
user_83235,6,9,2,7,7,8,8,10,3,8,414
user_55532,5,6,9,5,5,6,8,1,7,9,414
user_12826,10,1,6,4,6,8,2,5,3,5,414
user_74343,5,8,1,2,4,10,2,10,4,1,414
user_84693,2,3,10,5,4,5,7,10,10,2,414
user_87831,9,10,7,9,9,8,9,4,8,9,414
user_52187,1,10,3,4,9,10,4,9,8,7,414
user_68455,10,2,9,6,4,7,6,10,1,9,414
user_49429,10,8,3,8,10,9,7,2,3,4,415
user_34114,4,6,3,9,8,7,3,8,3,9,415
user_47606,6,8,7,9,10,3,3,5,7,5,415
user_86296,3,4,4,6,3,5,6,7,2,1,415
user_91170,6,9,2,3,9,1,3,3,1,7,416
user_62143,9,4,3,6,4,4,6,9,3,3,416
user_35885,3,9,2,5,7,8,3,6,5,3,417
user_68550,6,9,5,6,2,7,4,3,6,4,417
user_12989,2,6,8,2,3,7,4,9,9,7,417
user_59081,6,7,6,4,3,1,3,7,3,2,417
user_95766,5,3,7,4,6,3,5,8,9,4,418
user_78449,1,8,1,5,6,4,9,6,4,3,418
user_82658,6,3,7,6,3,4,1,8,8,9,418
user_12650,3,2,2,2,9,9,4,2,4,1,418
user_78162,9,2,7,9,1,1,8,7,10,6,419
user_96613,3,6,3,8,2,10,7,5,5,1,419
user_44555,4,9,9,3,7,9,5,6,5,6,419
user_39503,9,2,4,10,10,1,7,1,3,6,419
user_81279,2,6,8,2,10,2,9,7,6,8,419
user_43437,6,9,10,6,9,6,3,1,7,9,419
user_77562,4,5,3,8,2,10,9,4,10,4,419
user_14012,9,7,4,6,3,3,1,10,8,7,419
user_82117,5,9,6,10,2,3,5,9,7,6,420
user_76979,7,1,10,1,3,3,8,10,10,3,420
user_41830,3,5,1,3,1,8,2,3,10,8,421
user_66860,1,10,2,10,6,7,4,5,4,9,421
user_79448,10,9,9,4,9,8,5,2,10,8,421
user_79020,9,4,5,9,3,6,3,5,8,5,421
user_43665,8,2,1,7,5,2,2,7,10,8,422
user_88696,2,4,9,4,5,9,1,8,7,6,422
user_99740,3,1,10,5,7,6,6,7,6,3,423
user_88411,2,7,5,9,8,6,8,7,9,7,423
user_31238,2,9,8,2,3,6,3,5,2,9,423
user_52643,5,3,6,1,2,10,6,9,7,8,423
user_26590,9,6,3,2,2,5,7,8,3,9,423
user_38517,8,8,10,8,9,1,8,4,4,10,423
user_17232,7,7,4,9,1,9,4,10,7,1,423
user_74569,8,7,5,9,10,8,10,9,6,5,423
user_18191,10,7,9,6,9,7,2,6,2,3,424
user_21545,4,6,6,6,2,10,8,1,2,2,424
user_79593,1,9,2,9,2,6,1,1,10,2,425
user_73382,4,7,3,3,1,2,4,6,5,6,425
user_27651,2,6,10,5,9,1,10,8,4,1,425
user_78046,5,10,10,6,3,8,8,5,3,2,425
user_61146,9,3,7,4,10,7,4,5,10,1,426
user_78171,4,3,7,3,8,10,7,7,8,6,426
user_45249,8,4,6,8,1,2,10,2,4,9,426
user_46807,10,3,2,4,2,6,10,7,3,10,426
user_32560,6,7,8,8,7,2,9,10,1,3,427
user_30018,9,4,9,3,7,4,7,8,4,3,427
user_69500,5,1,6,3,9,6,9,3,8,8,428
user_93677,7,7,5,9,9,8,7,3,9,2,428
user_66983,7,2,8,5,7,8,2,1,9,8,428
user_66282,3,3,7,8,8,10,10,7,7,1,428
user_75974,3,10,3,8,6,9,8,7,2,2,429
user_83931,6,7,9,1,1,8,6,1,10,7,429
user_92063,10,6,8,10,4,5,9,5,7,6,429
user_74174,10,6,7,10,5,1,3,3,9,4,429
user_42098,1,7,2,3,7,7,3,4,7,6,429
user_88975,6,7,3,9,9,7,3,2,6,8,429
user_43264,6,6,5,6,10,9,5,5,9,5,429
user_48974,8,4,4,2,7,2,9,3,2,10,429
user_77956,6,2,1,4,5,7,3,5,1,8,430
user_51427,10,3,9,4,1,6,10,8,1,3,430
user_77341,1,7,9,2,6,6,3,1,10,5,430
user_28155,9,5,9,2,9,10,5,2,6,4,430
user_63422,6,4,4,9,2,2,4,2,2,8,431
user_47618,4,2,8,10,8,3,4,5,10,6,431
user_45802,5,1,6,8,4,4,9,1,6,3,432
user_94302,10,9,9,5,4,10,8,9,8,7,432
user_55983,3,2,4,2,4,7,2,6,9,2,432
user_94984,1,5,10,2,7,1,3,8,10,7,432
user_23356,10,2,1,8,5,3,4,10,3,5,432
user_89753,1,9,1,1,10,2,8,8,2,5,432
user_76431,3,8,6,6,7,1,6,10,6,7,432
user_73653,9,2,10,2,10,6,8,9,3,7,432
user_53722,7,9,4,9,10,3,10,6,4,2,433
user_43625,5,1,10,10,7,7,10,6,7,6,433
user_88067,1,2,1,6,3,8,3,3,2,6,434
user_63721,4,2,2,10,8,5,8,1,10,1,434
user_26042,6,7,8,3,2,2,4,1,6,4,434
user_29806,8,6,10,4,3,3,8,5,10,9,434
user_74637,7,1,8,1,10,2,7,6,8,8,435
user_72074,1,6,8,8,2,7,2,8,8,2,435
user_75349,1,5,8,3,8,6,4,7,3,6,436
user_39345,7,4,5,6,8,10,7,2,7,10,436
user_68612,8,7,8,2,9,2,8,10,7,6,437
user_41602,2,3,8,10,5,5,3,5,4,3,437
user_42261,10,1,7,3,3,8,9,8,4,1,438
user_38087,10,9,4,7,2,4,8,1,7,7,438
user_67989,9,9,3,7,4,4,5,4,3,1,438
user_96022,8,9,1,5,3,5,4,8,1,8,438
user_81723,4,9,2,7,6,8,10,9,3,8,438
user_96276,3,7,8,8,1,10,7,3,8,10,438
user_26010,9,8,10,5,3,6,1,3,6,2,438
user_18234,1,2,8,7,9,3,2,2,7,4,438
user_83442,3,9,5,9,10,3,2,1,3,3,439
user_58445,3,7,3,1,7,9,4,3,2,6,439
user_39873,2,7,4,2,2,3,8,2,3,7,439
user_72721,3,8,6,3,5,6,2,2,9,3,439
user_43712,1,2,8,4,9,8,6,8,3,7,439
user_18457,10,6,6,8,5,5,8,2,5,10,439
user_14477,1,5,5,9,7,9,7,8,9,5,439
user_67347,3,10,10,10,6,2,2,5,5,1,439
user_87418,10,1,1,4,2,2,7,5,6,10,440
user_77785,2,5,9,3,8,2,7,3,3,5,440
user_29954,4,7,2,10,8,3,6,5,5,8,440
user_93208,8,7,4,4,4,1,2,2,8,5,440
user_46304,2,5,9,9,5,8,5,1,7,4,440
user_30886,2,2,3,6,1,2,4,3,4,4,440
user_98281,7,10,10,8,10,5,9,10,4,6,440
user_99063,6,3,1,5,1,10,6,5,6,7,440
user_83420,7,10,9,1,9,5,6,3,1,1,441
user_83155,7,10,4,6,6,2,1,9,6,9,441
user_45485,4,3,10,7,10,3,9,2,4,2,441
user_52597,9,3,3,6,8,2,8,6,4,5,441
user_41790,5,6,6,1,4,7,8,1,1,2,442
user_73356,7,5,9,7,5,1,9,5,7,7,442
user_72347,2,10,5,8,6,3,2,6,4,10,442
user_18095,8,8,10,2,5,9,7,8,4,5,442
user_28106,10,6,5,5,2,2,7,9,10,4,443
user_92515,2,8,8,1,7,2,8,3,10,4,443
user_86837,1,3,9,7,6,1,4,3,5,6,444
user_45164,2,6,2,1,3,4,8,5,3,3,444
user_15354,10,7,9,7,2,7,2,6,10,2,444
user_10370,7,6,6,6,9,7,10,4,2,1,444
user_90296,2,8,8,5,10,3,1,8,3,2,445
user_26509,3,9,1,5,6,10,3,4,8,1,445
user_48371,10,6,9,8,2,10,3,6,4,8,446
user_50031,8,7,10,9,4,9,9,1,3,6,446
user_55954,10,1,3,3,8,1,5,3,4,3,447
user_47249,9,3,3,7,2,2,6,7,4,3,447
user_93775,1,1,5,1,2,6,10,5,6,3,447
user_16125,3,8,2,2,2,4,8,6,2,2,447
user_94636,8,9,2,6,7,8,3,5,3,5,447
user_44312,1,8,9,6,7,4,6,10,2,4,447
user_39617,2,3,5,10,8,10,1,2,8,4,447
user_33095,6,4,8,1,1,2,3,6,4,3,447
user_14084,9,3,1,10,1,2,1,3,1,6,448
user_75585,7,8,6,3,2,10,6,1,8,4,448
user_52981,10,7,4,2,2,5,4,3,8,10,448
user_61262,1,10,8,10,3,7,7,3,4,2,448
user_59341,6,4,6,8,9,9,8,6,10,3,448
user_67161,6,2,3,9,9,1,6,2,8,7,448
user_65839,8,4,7,6,6,6,5,1,8,4,448
user_32834,6,9,3,7,7,1,3,3,5,9,448
user_38941,8,2,10,9,1,5,8,3,9,3,449
user_76297,6,7,1,10,5,4,10,4,6,6,449
user_97193,3,6,5,7,9,10,6,9,6,1,449
user_41988,8,8,10,9,4,5,1,7,4,1,449
user_30980,3,4,5,4,6,2,5,3,3,6,449
user_11282,9,9,4,2,7,1,8,10,5,5,449
user_31842,2,9,9,3,4,4,1,8,5,1,449
user_67038,3,8,6,5,3,5,8,10,4,4,449
user_64556,2,8,9,1,4,9,4,6,4,5,450
user_35373,10,8,9,1,3,4,8,3,4,8,450
user_50925,2,5,5,2,4,10,10,2,1,1,450
user_97236,2,7,2,7,10,1,10,6,4,1,450
user_96247,9,6,3,2,4,7,5,5,6,3,450
user_26802,8,5,6,6,6,2,2,7,7,4,450
user_39699,8,7,8,7,3,6,5,10,5,10,450
user_85381,1,6,7,6,6,7,4,10,10,7,450
user_44094,10,6,4,3,5,1,8,2,2,5,451
user_11209,4,4,10,9,9,4,9,6,1,3,451
user_55744,10,6,8,2,7,5,9,3,2,5,451
user_16670,7,6,10,3,9,5,8,8,8,1,451
user_20862,9,10,10,1,3,6,8,10,4,6,452
user_66209,3,8,3,7,4,10,5,8,3,5,452
user_86522,10,2,8,1,5,3,5,6,9,10,452
user_94900,10,5,8,8,2,2,2,10,6,9,452
user_89340,9,1,2,2,7,3,10,1,10,7,452
user_83380,7,7,10,3,3,10,5,2,8,8,452
user_68266,3,9,2,6,4,2,3,5,6,10,452
user_89056,1,6,7,7,4,10,5,1,5,10,452
user_65796,3,3,5,6,7,6,3,3,5,5,453
user_73721,5,1,7,3,6,9,4,6,9,9,453
user_98904,4,10,1,5,7,10,4,4,2,5,453
user_47710,4,1,9,4,6,9,7,6,10,9,453
user_62814,5,5,10,3,4,3,8,2,3,10,453
user_97968,4,9,9,8,4,7,10,10,4,10,453
user_39564,6,1,9,9,3,7,10,7,9,6,453
user_99625,7,8,8,10,2,10,4,10,8,8,453
user_97322,7,8,7,1,5,7,7,7,6,1,454
user_17844,1,1,7,6,6,6,8,6,1,2,454
user_60088,10,9,3,2,1,7,6,5,10,9,455
user_97786,3,8,10,10,2,1,6,2,10,4,455
user_52584,5,10,6,3,2,7,5,4,8,4,455
user_93939,4,3,3,8,9,2,4,10,2,6,455
user_44406,1,5,2,1,1,3,7,8,5,5,456
user_47443,9,9,9,10,9,8,8,2,6,5,456
user_74848,2,5,9,6,5,2,4,5,7,3,457
user_39717,5,10,6,6,2,5,8,5,4,6,457
user_59990,10,6,8,4,2,5,2,5,4,8,458
user_58806,10,3,8,4,8,10,8,4,10,8,458
user_69421,5,8,4,1,6,6,4,4,5,4,459
user_25255,2,8,7,6,5,3,8,4,4,7,459
user_65690,7,2,8,3,5,1,10,6,4,1,459
user_28973,4,1,10,9,5,7,2,2,4,3,459
user_64990,9,5,3,4,10,8,1,5,1,6,459
user_53643,10,1,8,2,7,7,4,5,4,9,459
user_20175,6,2,7,1,1,8,5,1,9,3,459
user_23043,10,10,10,6,8,8,8,10,2,3,459
user_54289,4,1,6,9,10,7,9,7,9,10,460
user_44583,3,10,9,3,10,6,5,1,7,10,460
user_58823,6,2,7,10,4,8,7,4,4,10,460
user_63675,5,5,6,3,7,9,8,4,7,1,460
user_21984,6,3,9,4,6,5,2,6,6,3,460
user_94470,10,1,4,2,2,10,7,9,2,6,460
user_44601,4,7,9,2,4,5,7,10,4,6,460
user_33308,8,2,4,1,3,7,9,8,4,10,460
user_55354,3,6,6,2,4,5,2,6,3,7,461
user_11495,8,7,2,9,6,3,2,4,3,10,461
user_18005,3,6,9,1,10,4,10,4,4,2,461
user_74918,1,10,2,6,3,5,1,9,8,2,461
user_15383,3,2,7,8,9,8,2,9,7,2,462
user_38738,10,6,3,4,5,10,6,1,5,2,462
user_15031,5,5,3,3,7,3,5,6,1,7,463
user_46702,5,7,1,10,8,9,6,5,3,9,463
user_10959,5,5,10,3,10,6,2,6,7,9,464
user_69331,2,9,6,1,3,2,1,3,9,1,464
user_16290,9,9,10,5,2,5,4,8,2,7,464
user_22887,8,1,9,5,6,3,8,10,3,8,464
user_84820,2,10,4,1,7,10,5,7,2,5,465
user_90713,7,7,9,1,9,4,5,6,9,1,465
user_95137,1,8,10,1,10,1,5,5,4,7,466
user_63717,10,5,5,4,8,10,4,5,1,7,466
user_56321,6,2,7,8,10,8,6,8,1,3,466
user_38587,7,8,5,10,4,7,7,2,4,9,466
user_22377,8,1,10,8,3,4,6,3,2,4,466
user_59424,4,10,2,6,7,2,3,1,3,5,466
