user_id,item_1,item_2,item_3,item_4,item_5,groupId
user_75857,2,7,6,5,2,183
user_44998,6,1,4,5,8,183
user_89839,5,4,4,1,9,183
user_56608,1,10,2,3,8,183
user_50037,2,8,9,10,6,183
user_80238,9,4,7,10,10,183
user_60745,2,3,7,1,2,183
user_42035,2,10,10,7,10,183
user_10075,3,3,2,4,9,184
user_46386,4,4,7,8,4,184
user_27709,6,7,3,5,6,185
user_76356,4,4,5,5,5,185
user_62040,9,7,1,2,1,185
user_16743,5,2,5,8,8,185
user_51314,6,5,1,5,8,186
user_74755,4,4,7,3,9,186
user_19042,8,3,5,1,8,186
user_11383,2,7,10,7,9,186
user_64116,5,4,2,5,5,187
user_55464,8,5,4,4,10,187
user_81862,2,10,5,7,6,187
user_63954,10,5,4,5,10,187
user_90323,5,6,6,1,10,188
user_89337,4,2,9,7,5,188
user_34195,2,6,8,3,5,188
user_67463,6,8,10,3,6,188
user_18153,1,2,5,5,5,189
user_65657,5,5,7,9,3,189
user_70890,2,5,4,3,6,190
user_44994,1,10,4,8,3,190
user_45297,3,5,9,9,9,190
user_27450,1,9,10,3,3,190
user_96820,3,9,10,8,10,190
user_15292,1,3,4,1,5,190
user_82072,3,9,5,6,1,190
user_26224,10,8,4,10,4,190
user_98785,7,4,5,8,9,191
user_15612,7,6,2,4,4,191
user_86390,5,1,4,5,9,191
user_40794,5,8,6,4,2,191
user_63301,5,2,5,2,8,192
user_93917,3,1,6,7,4,192
user_61142,6,1,10,3,5,193
user_71596,3,7,10,10,5,193
user_87960,10,6,1,6,3,193
user_66444,7,3,1,7,7,193
user_70369,2,4,9,4,6,194
user_82599,2,6,4,1,10,194
user_23741,4,7,3,7,9,195
user_74708,4,3,3,9,2,195
user_53658,5,2,8,4,2,195
user_77799,10,7,3,7,10,195
user_40176,8,6,2,8,8,195
user_40723,10,10,3,3,8,195
user_60560,10,8,9,2,10,195
user_97614,8,5,7,5,2,195
user_74330,4,6,8,7,10,196
user_61874,9,8,4,4,2,196
user_79872,7,6,1,1,5,196
user_89936,7,2,4,8,8,196
user_90796,8,5,4,10,8,196
user_42280,6,1,9,2,9,196
user_41528,2,3,1,3,1,196
user_49731,3,6,2,2,1,196
user_69154,7,6,8,2,10,197
user_68844,10,8,4,3,10,197
user_94568,2,2,1,3,3,198
user_65930,1,5,1,8,2,198
user_61601,7,1,4,5,7,199
user_10906,5,6,6,6,7,199
user_31328,4,9,8,8,7,199
user_15578,9,2,9,3,6,199
user_21495,1,6,6,8,8,200
user_40321,6,5,8,1,1,200
user_99957,6,6,2,7,5,200
user_64690,8,2,10,3,3,200
user_19161,8,2,5,6,7,200
user_29098,1,8,4,2,2,200
user_38989,7,7,5,2,9,200
user_69225,1,7,9,3,9,200
user_18770,2,9,2,4,8,201
user_64970,7,10,6,3,10,201
user_48651,3,7,2,4,7,201
user_59119,4,3,4,10,10,201
user_31824,4,6,1,1,4,201
user_65977,2,4,7,8,10,201
user_19569,8,7,1,10,1,201
user_77994,4,2,4,2,7,201
user_53466,4,9,4,1,10,202
user_16810,3,10,5,6,5,202
user_62482,2,7,1,7,9,202
user_74068,7,9,3,1,5,202
user_67674,10,9,7,8,8,202
user_94878,5,2,10,5,6,202
user_46092,9,7,6,1,9,202
user_97754,9,2,10,7,2,202
user_34668,5,6,7,1,6,203
user_27307,3,8,8,5,7,203
user_84367,8,8,8,3,9,204
user_90755,5,5,6,9,6,204
user_18980,1,1,5,5,7,205
user_99553,8,6,3,8,5,205
user_12661,7,6,8,7,8,206
user_94550,4,10,10,2,10,206
user_92440,10,2,3,5,6,207
user_25400,10,10,6,10,4,207
user_90621,8,8,5,10,4,208
user_62445,9,10,8,6,7,208
user_38395,6,7,10,6,10,208
user_41726,9,1,2,3,3,208
user_84877,3,5,2,4,6,208
user_90626,8,6,3,10,3,208
user_12167,7,1,1,1,9,208
user_44101,3,8,2,7,5,208
user_23808,9,7,2,1,3,209
user_73778,10,6,6,6,5,209
user_53908,1,5,10,3,2,209
user_59855,3,5,3,8,8,209
user_26023,7,10,6,3,8,210
user_50904,4,10,8,1,10,210
user_65499,7,9,3,7,3,210
user_16928,10,6,9,9,3,210
user_65468,10,3,1,10,2,210
user_25383,4,1,9,10,5,210
user_86709,4,9,6,9,6,210
user_63238,6,10,3,6,7,210
user_30798,4,5,7,3,7,211
user_18040,6,4,3,5,9,211
user_16823,1,5,3,3,8,211
user_11823,9,4,1,6,5,211
user_12879,2,6,2,3,1,212
user_21800,7,5,8,6,4,212
user_56125,2,1,5,6,2,213
user_63539,4,2,7,7,10,213
user_84615,5,10,9,4,7,213
user_86358,3,2,10,8,9,213
user_11982,9,7,5,3,2,214
user_80656,6,8,5,5,3,214
user_92182,8,3,4,10,5,215
user_49180,2,2,7,4,1,215
user_85739,8,7,1,8,7,215
user_74837,6,8,10,9,9,215
user_52282,6,4,7,10,8,215
user_77226,9,10,2,9,1,215
user_76601,3,6,5,4,9,215
user_77114,6,10,10,8,4,215
user_96653,9,9,4,3,4,216
user_60935,4,1,6,9,3,216
user_75331,4,9,3,7,7,216
user_27733,10,1,9,2,7,216
user_98999,7,9,8,10,7,217
user_47560,7,2,9,2,6,217
user_44464,10,10,6,4,3,217
user_93936,7,3,5,6,7,217
user_13510,6,9,4,8,1,217
user_67857,9,8,4,7,2,217
user_17473,1,8,9,9,1,217
user_77631,3,10,4,2,1,217
user_57167,5,2,6,4,1,218
user_74493,2,5,1,5,3,218
user_34132,9,2,2,8,1,218
user_15424,10,10,10,5,4,218
user_34624,7,8,3,10,6,218
user_78015,1,8,7,6,3,218
user_58773,9,2,9,2,3,218
user_58532,7,1,3,4,1,218
user_97161,5,6,9,4,6,219
user_61857,10,9,2,9,4,219
user_69990,1,4,1,3,7,219
user_46312,4,5,8,9,4,219
user_20867,10,6,3,1,5,219
user_34062,10,8,4,8,5,219
user_14430,7,2,2,2,3,219
user_49295,3,2,7,7,8,219
user_83438,4,4,9,3,10,220
user_30209,6,5,7,8,3,220
user_41738,6,1,4,1,4,220
user_57727,6,5,8,7,6,220
user_20831,7,1,9,10,10,221
user_57343,5,4,1,4,4,221
user_71210,1,9,4,3,6,221
user_87795,10,4,6,6,2,221
user_71780,8,6,6,8,7,222
user_51343,5,1,1,7,4,222
user_53951,7,9,5,5,4,222
user_93344,5,6,6,8,5,222
user_94574,3,9,10,3,9,223
user_53819,10,3,5,3,9,223
user_56722,8,4,3,1,5,224
user_14480,8,7,4,7,10,224
user_76176,2,2,2,8,6,224
user_44036,7,6,2,3,3,224
user_70808,5,6,8,2,8,225
user_96391,2,6,5,5,10,225
user_47460,10,8,4,8,7,225
user_74034,8,8,2,2,2,225
user_84069,3,9,2,10,9,226
user_29570,7,3,2,10,9,226
user_54744,10,9,4,7,2,226
user_88159,4,9,5,5,9,226
user_45389,10,3,2,1,1,226
user_76602,6,7,6,4,3,226
user_26101,7,7,3,4,3,226
user_47716,1,9,1,1,6,226
user_21288,10,8,9,9,4,227
user_60998,2,2,6,6,1,227
user_96501,4,10,6,10,10,227
user_78103,5,9,5,4,1,227
user_79940,1,2,7,8,6,227
user_23316,3,2,9,6,7,227
user_41539,4,4,6,5,1,227
user_38186,4,6,8,2,2,227
user_38062,1,1,10,5,4,228
user_89101,3,3,9,8,10,228
user_26113,6,10,3,10,5,229
user_47311,9,1,6,9,3,229
user_99189,2,4,2,4,10,229
user_46751,1,8,1,6,6,229
user_73794,1,9,4,9,6,229
user_12671,7,9,9,1,1,229
user_40370,8,5,6,8,6,229
user_66206,9,4,6,7,4,229
user_99497,2,4,4,9,5,230
user_53136,7,1,5,9,2,230
user_78713,1,6,8,4,4,231
user_27096,7,5,10,1,5,231
user_71339,10,1,2,2,6,231
user_38284,4,2,4,3,8,231
user_65772,9,6,4,3,2,232
user_59706,10,4,3,2,5,232
user_46584,9,4,3,2,4,232
user_96846,6,1,2,5,5,232
user_99596,6,4,9,8,5,232
user_56791,6,4,7,2,8,232
user_41603,2,5,1,5,3,232
user_54649,3,1,9,1,8,232
user_43575,4,5,6,1,6,233
user_26794,2,8,2,10,2,233
user_28035,8,4,1,5,7,234
user_36512,7,3,4,1,5,234
user_67508,6,7,4,1,6,234
user_16393,8,10,3,6,8,234
user_25275,2,1,7,4,9,235
user_40699,10,2,5,6,6,235
user_51819,4,4,1,5,4,235
user_34209,8,6,8,2,2,235
user_83210,6,1,7,7,3,235
user_54806,9,3,8,2,6,235
user_19809,3,5,10,6,3,235
user_44499,9,2,6,5,5,235
user_58180,6,6,9,2,1,236
user_38994,3,5,2,3,4,236
user_57579,5,5,10,7,9,236
user_89764,3,6,10,4,7,236
user_93206,4,5,10,3,4,236
user_57699,3,6,4,9,5,236
user_65088,2,2,8,5,1,236
user_31081,3,7,2,10,5,236
user_12849,2,10,10,10,4,237
user_91354,6,10,1,8,2,237
user_33324,2,6,8,9,6,237
user_62150,4,4,4,8,5,237
user_76149,9,5,3,4,7,237
user_65913,7,5,4,5,6,237
user_27920,1,4,4,2,2,237
user_54280,3,10,5,8,5,237
user_27401,7,6,9,9,4,238
user_63188,10,9,10,6,9,238
user_77070,9,9,9,4,1,239
user_19221,6,1,2,5,3,239
user_18763,5,2,9,10,10,239
user_56779,6,1,1,10,5,239
user_36205,7,6,4,4,7,240
user_49979,4,3,2,3,1,240
user_73569,10,10,6,8,4,240
user_22246,3,9,7,5,3,240
user_11293,2,8,10,2,6,240
user_36379,4,3,10,8,8,240
user_71465,10,8,4,4,3,240
user_62491,6,5,6,8,2,240
user_59236,4,1,1,10,5,241
user_39142,5,7,7,5,1,241
user_15904,4,10,5,6,3,242
user_41126,2,3,7,9,2,242
user_78191,9,7,5,10,7,243
user_99110,1,7,2,7,7,243
user_96561,5,8,7,6,8,243
user_52856,6,4,9,9,9,243
user_71414,2,10,5,1,6,244
user_52869,9,5,8,1,7,244
user_50363,1,5,7,8,6,244
user_99814,4,1,8,4,6,244
user_42678,8,9,8,5,6,244
user_38870,5,8,1,5,5,244
user_63548,6,5,9,10,2,244
user_86453,8,6,4,2,8,244
user_51702,5,10,4,1,3,245
user_26114,8,7,2,9,8,245
user_16836,4,5,4,10,2,245
user_11557,6,7,9,10,7,245
user_13843,5,6,8,8,7,246
user_84445,10,10,3,5,8,246
user_39694,7,4,10,1,1,246
user_59745,2,2,4,7,3,246
user_49430,8,6,6,6,7,246
user_78992,1,1,4,7,7,246
user_47902,9,4,5,1,7,246
user_43250,6,3,1,4,5,246
user_50834,2,6,9,8,1,247
user_57634,6,10,4,3,2,247
user_10603,1,2,8,7,3,248
user_31497,7,5,1,10,2,248
user_48937,1,8,2,7,5,249
user_21933,3,5,10,6,1,249
user_44590,8,6,2,10,6,250
user_29320,5,8,4,1,3,250
user_16767,6,5,6,9,10,250
user_56523,1,5,4,2,8,250
